BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	583
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   329	3.290	  0.091025	  0.899889	  0.209160	 -0.091184	  0.875151	  0.057165	 -0.066231	  0.802172	  0.033039	 -0.038223	  0.624810	 -0.056524	  0.026963	  0.441296	  0.058264	  0.038579	  0.388605	  0.051239	  0.049166	  0.256035	  0.012854	  0.051024	  0.075480	  0.066558	 -0.037173	  0.026268	  0.039956	 -0.096496	  0.883507	  0.370928	 -0.066355	  0.819222	  0.399517	 -0.065473	  0.625181	  0.486555	 -0.017523	  0.441465	  0.372294	  0.000171	  0.381092	  0.379699	  0.022920	  0.251122	  0.412818	  0.044822	  0.078549	  0.351954	 -0.058409	  0.026420	  0.379402	  0.111572	  0.028916	  0.122855	  0.101339	  0.018641	  0.284296	 -0.023408	  1.330294	  0.046681	  0.073829	  1.351135	  0.219176	 -0.004473	  1.322006	  0.401299	
   330	3.300	  0.090980	  0.899886	  0.209189	 -0.091204	  0.875130	  0.057176	 -0.066248	  0.802158	  0.033057	 -0.038197	  0.624831	 -0.056529	  0.026927	  0.441296	  0.058283	  0.038560	  0.388621	  0.051235	  0.049166	  0.256050	  0.012853	  0.051000	  0.075482	  0.066567	 -0.037168	  0.026277	  0.039956	 -0.096546	  0.883504	  0.370926	 -0.066351	  0.819208	  0.399524	 -0.065498	  0.625161	  0.486561	 -0.017532	  0.441462	  0.372299	  0.000155	  0.381090	  0.379698	  0.022890	  0.251129	  0.412812	  0.044828	  0.078545	  0.351955	 -0.058422	  0.026418	  0.379406	  0.111575	  0.028919	  0.122862	  0.101346	  0.018648	  0.284296	 -0.023454	  1.330301	  0.046699	  0.073790	  1.351133	  0.219205	 -0.004528	  1.321993	  0.401310	
   331	3.310	  0.090950	  0.899894	  0.209200	 -0.091199	  0.875111	  0.057182	 -0.066257	  0.802154	  0.033081	 -0.038216	  0.624829	 -0.056520	  0.026925	  0.441296	  0.058293	  0.038554	  0.388618	  0.051237	  0.049138	  0.256056	  0.012864	  0.050995	  0.075477	  0.066578	 -0.037170	  0.026264	  0.039950	 -0.096532	  0.883481	  0.370955	 -0.066364	  0.819199	  0.399547	 -0.065504	  0.625141	  0.486565	 -0.017557	  0.441463	  0.372303	  0.000149	  0.381101	  0.379699	  0.022901	  0.251127	  0.412814	  0.044821	  0.078549	  0.351949	 -0.058410	  0.026428	  0.379415	  0.111592	  0.028925	  0.122855	  0.101341	  0.018646	  0.284289	 -0.023511	  1.330305	  0.046722	  0.073746	  1.351136	  0.219229	 -0.004559	  1.321995	  0.401324	
   332	3.320	  0.090925	  0.899908	  0.209218	 -0.091182	  0.875095	  0.057182	 -0.066232	  0.802142	  0.033102	 -0.038217	  0.624847	 -0.056503	  0.026920	  0.441304	  0.058289	  0.038535	  0.388610	  0.051257	  0.049127	  0.256050	  0.012866	  0.051014	  0.075477	  0.066567	 -0.037163	  0.026250	  0.039952	 -0.096530	  0.883463	  0.370980	 -0.066422	  0.819201	  0.399569	 -0.065523	  0.625134	  0.486557	 -0.017578	  0.441459	  0.372309	  0.000142	  0.381099	  0.379704	  0.022908	  0.251113	  0.412824	  0.044811	  0.078547	  0.351941	 -0.058405	  0.026423	  0.379426	  0.111610	  0.028932	  0.122874	  0.101326	  0.018627	  0.284283	 -0.023563	  1.330304	  0.046756	  0.073724	  1.351153	  0.219243	 -0.004593	  1.321982	  0.401336	
   333	3.330	  0.090899	  0.899917	  0.209241	 -0.091215	  0.875082	  0.057193	 -0.066273	  0.802149	  0.033120	 -0.038245	  0.624853	 -0.056504	  0.026922	  0.441289	  0.058303	  0.038504	  0.388616	  0.051265	  0.049136	  0.256023	  0.012878	  0.051007	  0.075482	  0.066589	 -0.037180	  0.026238	  0.039954	 -0.096540	  0.883461	  0.371000	 -0.066466	  0.819211	  0.399563	 -0.065541	  0.625134	  0.486583	 -0.017591	  0.441442	  0.372306	  0.000134	  0.381083	  0.379716	  0.022879	  0.251112	  0.412853	  0.044793	  0.078543	  0.351955	 -0.058395	  0.026402	  0.379424	  0.111597	  0.028926	  0.122880	  0.101335	  0.018618	  0.284291	 -0.023586	  1.330299	  0.046780	  0.073679	  1.351165	  0.219256	 -0.004605	  1.321971	  0.401361	
   334	3.340	  0.090890	  0.899915	  0.209260	 -0.091254	  0.875085	  0.057223	 -0.066330	  0.802154	  0.033143	 -0.038255	  0.624847	 -0.056495	  0.026892	  0.441289	  0.058310	  0.038483	  0.388619	  0.051284	  0.049115	  0.256013	  0.012898	  0.051019	  0.075486	  0.066603	 -0.037195	  0.026235	  0.039961	 -0.096581	  0.883455	  0.371007	 -0.066475	  0.819201	  0.399586	 -0.065544	  0.625129	  0.486612	 -0.017615	  0.441442	  0.372313	  0.000119	  0.381078	  0.379716	  0.022841	  0.251110	  0.412857	  0.044787	  0.078539	  0.351956	 -0.058391	  0.026404	  0.379421	  0.111620	  0.028935	  0.122889	  0.101368	  0.018642	  0.284292	 -0.023620	  1.330296	  0.046782	  0.073622	  1.351162	  0.219283	 -0.004630	  1.321961	  0.401374	
   335	3.350	  0.090862	  0.899928	  0.209284	 -0.091275	  0.875107	  0.057232	 -0.066337	  0.802150	  0.033170	 -0.038276	  0.624859	 -0.056478	  0.026857	  0.441294	  0.058326	  0.038470	  0.388628	  0.051295	  0.049086	  0.256032	  0.012917	  0.051028	  0.075483	  0.066607	 -0.037200	  0.026243	  0.039967	 -0.096624	  0.883447	  0.371009	 -0.066471	  0.819186	  0.399612	 -0.065575	  0.625134	  0.486611	 -0.017632	  0.441441	  0.372327	  0.000084	  0.381080	  0.379710	  0.022808	  0.251114	  0.412848	  0.044803	  0.078522	  0.351954	 -0.058393	  0.026396	  0.379423	  0.111628	  0.028943	  0.122870	  0.101372	  0.018645	  0.284279	 -0.023639	  1.330294	  0.046797	  0.073578	  1.351157	  0.219293	 -0.004655	  1.321950	  0.401381	
   336	3.360	  0.090823	  0.899927	  0.209295	 -0.091319	  0.875096	  0.057264	 -0.066344	  0.802142	  0.033177	 -0.038299	  0.624859	 -0.056463	  0.026824	  0.441294	  0.058332	  0.038453	  0.388635	  0.051306	  0.049092	  0.256048	  0.012917	  0.051012	  0.075495	  0.066606	 -0.037200	  0.026266	  0.039973	 -0.096662	  0.883435	  0.371030	 -0.066509	  0.819182	  0.399619	 -0.065603	  0.625126	  0.486611	 -0.017660	  0.441431	  0.372336	  0.000075	  0.381074	  0.379713	  0.022797	  0.251119	  0.412857	  0.044815	  0.078525	  0.351956	 -0.058413	  0.026402	  0.379435	  0.111625	  0.028971	  0.122877	  0.101364	  0.018646	  0.284281	 -0.023684	  1.330299	  0.046811	  0.073567	  1.351164	  0.219308	 -0.004690	  1.321944	  0.401398	
   337	3.370	  0.090790	  0.899942	  0.209303	 -0.091367	  0.875106	  0.057306	 -0.066347	  0.802143	  0.033195	 -0.038314	  0.624864	 -0.056455	  0.026812	  0.441295	  0.058345	  0.038434	  0.388633	  0.051313	  0.049060	  0.256040	  0.012917	  0.050998	  0.075496	  0.066608	 -0.037194	  0.026254	  0.039972	 -0.096659	  0.883419	  0.371042	 -0.066528	  0.819181	  0.399628	 -0.065652	  0.625114	  0.486610	 -0.017691	  0.441413	  0.372343	  0.000055	  0.381066	  0.379726	  0.022776	  0.251106	  0.412860	  0.044803	  0.078527	  0.351948	 -0.058416	  0.026405	  0.379416	  0.111632	  0.028977	  0.122899	  0.101364	  0.018656	  0.284294	 -0.023704	  1.330297	  0.046835	  0.073538	  1.351165	  0.219334	 -0.004713	  1.321932	  0.401415	
   338	3.380	  0.090778	  0.899966	  0.209309	 -0.091417	  0.875103	  0.057328	 -0.066388	  0.802155	  0.033221	 -0.038350	  0.624852	 -0.056437	  0.026797	  0.441293	  0.058355	  0.038434	  0.388629	  0.051313	  0.049049	  0.256033	  0.012924	  0.050986	  0.075490	  0.066614	 -0.037209	  0.026251	  0.039975	 -0.096681	  0.883419	  0.371038	 -0.066558	  0.819180	  0.399632	 -0.065710	  0.625094	  0.486618	 -0.017724	  0.441404	  0.372344	  0.000022	  0.381063	  0.379728	  0.022764	  0.251089	  0.412865	  0.044791	  0.078520	  0.351945	 -0.058409	  0.026395	  0.379395	  0.111613	  0.028969	  0.122888	  0.101370	  0.018646	  0.284296	 -0.023716	  1.330287	  0.046861	  0.073481	  1.351170	  0.219359	 -0.004730	  1.321924	  0.401423	
   339	3.390	  0.090755	  0.899970	  0.209315	 -0.091474	  0.875107	  0.057341	 -0.066454	  0.802152	  0.033240	 -0.038374	  0.624858	 -0.056429	  0.026794	  0.441297	  0.058357	  0.038428	  0.388628	  0.051330	  0.049038	  0.256032	  0.012920	  0.050978	  0.075503	  0.066605	 -0.037219	  0.026262	  0.039970	 -0.096659	  0.883406	  0.371052	 -0.066616	  0.819172	  0.399650	 -0.065751	  0.625095	  0.486634	 -0.017739	  0.441398	  0.372342	  0.000007	  0.381075	  0.379734	  0.022754	  0.251083	  0.412855	  0.044786	  0.078533	  0.351954	 -0.058390	  0.026404	  0.379425	  0.111614	  0.028965	  0.122890	  0.101355	  0.018648	  0.284297	 -0.023708	  1.330266	  0.046872	  0.073477	  1.351188	  0.219381	 -0.004752	  1.321919	  0.401433	
   340	3.400	  0.090739	  0.899973	  0.209337	 -0.091500	  0.875116	  0.057349	 -0.066473	  0.802133	  0.033254	 -0.038391	  0.624864	 -0.056412	  0.026793	  0.441294	  0.058361	  0.038395	  0.388644	  0.051344	  0.048999	  0.256037	  0.012924	  0.050973	  0.075505	  0.066607	 -0.037251	  0.026275	  0.039969	 -0.096648	  0.883392	  0.371085	 -0.066640	  0.819174	  0.399659	 -0.065753	  0.625095	  0.486650	 -0.017736	  0.441386	  0.372359	 -0.000002	  0.381077	  0.379737	  0.022763	  0.251087	  0.412869	  0.044762	  0.078525	  0.351954	 -0.058403	  0.026400	  0.379425	  0.111636	  0.028976	  0.122901	  0.101335	  0.018640	  0.284289	 -0.023723	  1.330254	  0.046878	  0.073439	  1.351199	  0.219411	 -0.004780	  1.321912	  0.401450	
   341	3.410	  0.090700	  0.899979	  0.209361	 -0.091506	  0.875113	  0.057366	 -0.066502	  0.802135	  0.033287	 -0.038416	  0.624872	 -0.056397	  0.026819	  0.441294	  0.058371	  0.038382	  0.388652	  0.051358	  0.048994	  0.256041	  0.012949	  0.050976	  0.075488	  0.066610	 -0.037252	  0.026274	  0.039966	 -0.096699	  0.883392	  0.371098	 -0.066648	  0.819177	  0.399662	 -0.065755	  0.625087	  0.486655	 -0.017728	  0.441394	  0.372391	  0.000002	  0.381059	  0.379745	  0.022738	  0.251089	  0.412887	  0.044779	  0.078541	  0.351963	 -0.058414	  0.026379	  0.379419	  0.111640	  0.028980	  0.122917	  0.101346	  0.018641	  0.284287	 -0.023761	  1.330254	  0.046886	  0.073427	  1.351214	  0.219456	 -0.004799	  1.321917	  0.401472	
   342	3.420	  0.090699	  0.899987	  0.209382	 -0.091529	  0.875092	  0.057389	 -0.066504	  0.802138	  0.033310	 -0.038429	  0.624878	 -0.056399	  0.026788	  0.441311	  0.058384	  0.038360	  0.388656	  0.051366	  0.048968	  0.256046	  0.012946	  0.050989	  0.075469	  0.066614	 -0.037246	  0.026262	  0.039976	 -0.096701	  0.883378	  0.371110	 -0.066655	  0.819169	  0.399688	 -0.065757	  0.625054	  0.486683	 -0.017742	  0.441393	  0.372405	 -0.000002	  0.381050	  0.379752	  0.022744	  0.251089	  0.412889	  0.044772	  0.078532	  0.351970	 -0.058397	  0.026385	  0.379443	  0.111635	  0.028991	  0.122918	  0.101381	  0.018661	  0.284301	 -0.023793	  1.330251	  0.046900	  0.073429	  1.351223	  0.219470	 -0.004811	  1.321917	  0.401475	
   343	3.430	  0.090663	  0.899986	  0.209401	 -0.091567	  0.875084	  0.057402	 -0.066560	  0.802131	  0.033330	 -0.038450	  0.624889	 -0.056390	  0.026751	  0.441307	  0.058395	  0.038351	  0.388659	  0.051368	  0.048953	  0.256046	  0.012930	  0.050995	  0.075488	  0.066635	 -0.037252	  0.026250	  0.039982	 -0.096691	  0.883343	  0.371136	 -0.066659	  0.819167	  0.399704	 -0.065810	  0.625034	  0.486696	 -0.017759	  0.441383	  0.372411	 -0.000007	  0.381043	  0.379755	  0.022708	  0.251087	  0.412881	  0.044771	  0.078525	  0.351974	 -0.058393	  0.026377	  0.379448	  0.111640	  0.028993	  0.122917	  0.101396	  0.018685	  0.284321	 -0.023805	  1.330251	  0.046902	  0.073406	  1.351230	  0.219496	 -0.004829	  1.321915	  0.401474	
   344	3.440	  0.090630	  0.899987	  0.209415	 -0.091602	  0.875087	  0.057413	 -0.066569	  0.802121	  0.033341	 -0.038473	  0.624893	 -0.056394	  0.026720	  0.441313	  0.058391	  0.038316	  0.388667	  0.051380	  0.048966	  0.256051	  0.012945	  0.050982	  0.075497	  0.066635	 -0.037229	  0.026255	  0.039974	 -0.096679	  0.883324	  0.371158	 -0.066672	  0.819156	  0.399719	 -0.065803	  0.625033	  0.486711	 -0.017763	  0.441377	  0.372420	  0.000002	  0.381034	  0.379762	  0.022713	  0.251080	  0.412894	  0.044776	  0.078532	  0.351967	 -0.058402	  0.026382	  0.379449	  0.111642	  0.028989	  0.122916	  0.101388	  0.018683	  0.284323	 -0.023833	  1.330248	  0.046919	  0.073370	  1.351235	  0.219496	 -0.004860	  1.321918	  0.401480	
   345	3.450	  0.090611	  0.899984	  0.209433	 -0.091589	  0.875069	  0.057411	 -0.066566	  0.802117	  0.033353	 -0.038461	  0.624888	 -0.056376	  0.026710	  0.441306	  0.058395	  0.038300	  0.388670	  0.051396	  0.048968	  0.256058	  0.012962	  0.050952	  0.075495	  0.066644	 -0.037247	  0.026245	  0.039994	 -0.096726	  0.883335	  0.371157	 -0.066697	  0.819152	  0.399734	 -0.065767	  0.625030	  0.486741	 -0.017767	  0.441386	  0.372432	 -0.000009	  0.381045	  0.379772	  0.022715	  0.251082	  0.412909	  0.044763	  0.078531	  0.351957	 -0.058387	  0.026392	  0.379447	  0.111639	  0.029002	  0.122922	  0.101378	  0.018681	  0.284328	 -0.023882	  1.330252	  0.046928	  0.073353	  1.351251	  0.219517	 -0.004876	  1.321906	  0.401488	
   346	3.460	  0.090583	  0.899995	  0.209444	 -0.091610	  0.875048	  0.057435	 -0.066585	  0.802109	  0.033375	 -0.038477	  0.624885	 -0.056353	  0.026681	  0.441312	  0.058408	  0.038307	  0.388677	  0.051403	  0.048962	  0.256069	  0.012967	  0.050953	  0.075490	  0.066643	 -0.037253	  0.026250	  0.039991	 -0.096720	  0.883323	  0.371177	 -0.066720	  0.819159	  0.399744	 -0.065767	  0.625030	  0.486757	 -0.017746	  0.441394	  0.372443	 -0.000016	  0.381036	  0.379771	  0.022710	  0.251093	  0.412905	  0.044749	  0.078522	  0.351962	 -0.058393	  0.026390	  0.379438	  0.111621	  0.029020	  0.122940	  0.101369	  0.018682	  0.284317	 -0.023905	  1.330252	  0.046937	  0.073359	  1.351254	  0.219542	 -0.004887	  1.321908	  0.401498	
   347	3.470	  0.090549	  0.899997	  0.209465	 -0.091626	  0.875048	  0.057456	 -0.066637	  0.802101	  0.033388	 -0.038505	  0.624877	 -0.056320	  0.026710	  0.441318	  0.058424	  0.038295	  0.388685	  0.051405	  0.048955	  0.256063	  0.012979	  0.050957	  0.075482	  0.066638	 -0.037255	  0.026234	  0.039985	 -0.096741	  0.883308	  0.371188	 -0.066709	  0.819163	  0.399743	 -0.065761	  0.625013	  0.486767	 -0.017729	  0.441383	  0.372446	 -0.000001	  0.381033	  0.379785	  0.022731	  0.251084	  0.412914	  0.044756	  0.078514	  0.351965	 -0.058416	  0.026380	  0.379432	  0.111603	  0.029013	  0.122936	  0.101348	  0.018680	  0.284298	 -0.023895	  1.330238	  0.046947	  0.073348	  1.351259	  0.219550	 -0.004907	  1.321921	  0.401503	
   348	3.480	  0.090530	  0.900013	  0.209492	 -0.091659	  0.875062	  0.057476	 -0.066644	  0.802099	  0.033414	 -0.038523	  0.624883	 -0.056298	  0.026711	  0.441304	  0.058443	  0.038275	  0.388693	  0.051415	  0.048935	  0.256061	  0.012981	  0.050945	  0.075495	  0.066626	 -0.037253	  0.026225	  0.040000	 -0.096803	  0.883325	  0.371185	 -0.066726	  0.819162	  0.399768	 -0.065738	  0.624992	  0.486779	 -0.017733	  0.441390	  0.372465	  0.000006	  0.381041	  0.379784	  0.022757	  0.251074	  0.412918	  0.044752	  0.078495	  0.351970	 -0.058409	  0.026379	  0.379447	  0.111616	  0.029009	  0.122938	  0.101343	  0.018673	  0.284304	 -0.023868	  1.330235	  0.046952	  0.073310	  1.351253	  0.219552	 -0.004908	  1.321927	  0.401502	
   349	3.490	  0.090494	  0.900015	  0.209506	 -0.091715	  0.875063	  0.057499	 -0.066668	  0.802093	  0.033436	 -0.038538	  0.624891	 -0.056295	  0.026684	  0.441300	  0.058452	  0.038304	  0.388690	  0.051414	  0.048934	  0.256052	  0.012988	  0.050929	  0.075493	  0.066631	 -0.037237	  0.026231	  0.040011	 -0.096834	  0.883320	  0.371188	 -0.066758	  0.819163	  0.399783	 -0.065727	  0.624976	  0.486798	 -0.017722	  0.441391	  0.372485	  0.000002	  0.381033	  0.379789	  0.022769	  0.251063	  0.412926	  0.044755	  0.078500	  0.351979	 -0.058399	  0.026373	  0.379453	  0.111635	  0.029008	  0.122943	  0.101382	  0.018679	  0.284320	 -0.023893	  1.330242	  0.046956	  0.073302	  1.351255	  0.219558	 -0.004916	  1.321933	  0.401499	
   350	3.500	  0.090464	  0.900011	  0.209522	 -0.091731	  0.875038	  0.057511	 -0.066692	  0.802077	  0.033456	 -0.038549	  0.624902	 -0.056276	  0.026666	  0.441294	  0.058449	  0.038288	  0.388696	  0.051425	  0.048959	  0.256053	  0.012991	  0.050940	  0.075500	  0.066640	 -0.037240	  0.026239	  0.040009	 -0.096789	  0.883313	  0.371204	 -0.066752	  0.819138	  0.399792	 -0.065716	  0.624964	  0.486807	 -0.017727	  0.441381	  0.372476	 -0.000009	  0.381040	  0.379795	  0.022755	  0.251065	  0.412933	  0.044761	  0.078501	  0.351970	 -0.058380	  0.026368	  0.379453	  0.111612	  0.029012	  0.122948	  0.101395	  0.018686	  0.284322	 -0.023910	  1.330238	  0.046954	  0.073287	  1.351255	  0.219550	 -0.004926	  1.321939	  0.401494	
   351	3.510	  0.090452	  0.900012	  0.209529	 -0.091751	  0.875024	  0.057516	 -0.066687	  0.802072	  0.033463	 -0.038583	  0.624898	 -0.056269	  0.026659	  0.441284	  0.058454	  0.038271	  0.388693	  0.051431	  0.048945	  0.256070	  0.012988	  0.050934	  0.075513	  0.066634	 -0.037262	  0.026236	  0.040004	 -0.096764	  0.883303	  0.371219	 -0.066753	  0.819140	  0.399812	 -0.065702	  0.624960	  0.486819	 -0.017747	  0.441372	  0.372457	 -0.000013	  0.381039	  0.379802	  0.022747	  0.251055	  0.412924	  0.044755	  0.078504	  0.351977	 -0.058359	  0.026370	  0.379453	  0.111605	  0.029001	  0.122935	  0.101378	  0.018678	  0.284317	 -0.023859	  1.330225	  0.046942	  0.073297	  1.351265	  0.219542	 -0.004949	  1.321949	  0.401487	
   352	3.520	  0.090418	  0.900009	  0.209523	 -0.091795	  0.875039	  0.057545	 -0.066702	  0.802086	  0.033485	 -0.038605	  0.624891	 -0.056254	  0.026664	  0.441299	  0.058462	  0.038261	  0.388687	  0.051418	  0.048944	  0.256072	  0.013003	  0.050932	  0.075510	  0.066623	 -0.037263	  0.026251	  0.039990	 -0.096761	  0.883294	  0.371232	 -0.065662	  0.818784	  0.399734	 -0.065721	  0.624967	  0.486829	 -0.017769	  0.441358	  0.372476	 -0.000015	  0.381037	  0.379804	  0.022734	  0.251047	  0.412915	  0.044751	  0.078509	  0.351974	 -0.058372	  0.026381	  0.379451	  0.111570	  0.028991	  0.122930	  0.101398	  0.018677	  0.284319	 -0.023854	  1.330207	  0.046937	  0.073277	  1.351267	  0.219542	 -0.004958	  1.321956	  0.401483	
   353	3.530	  0.090378	  0.899997	  0.209507	 -0.091850	  0.875045	  0.057564	 -0.066715	  0.802086	  0.033507	 -0.038643	  0.624893	 -0.056248	  0.026675	  0.441300	  0.058466	  0.038249	  0.388698	  0.051418	  0.048934	  0.256081	  0.012996	  0.050933	  0.075499	  0.066624	 -0.037231	  0.026255	  0.039979	 -0.096801	  0.883297	  0.371249	 -0.063317	  0.818001	  0.399560	 -0.065742	  0.624972	  0.486839	 -0.017782	  0.441341	  0.372496	 -0.000006	  0.381033	  0.379800	  0.022728	  0.251064	  0.412928	  0.044763	  0.078497	  0.351983	 -0.058386	  0.026374	  0.379456	  0.111576	  0.028983	  0.122924	  0.101408	  0.018673	  0.284317	 -0.023898	  1.330207	  0.046922	  0.073245	  1.351265	  0.219561	 -0.004960	  1.321964	  0.401474	
   354	3.540	  0.090357	  0.899986	  0.209492	 -0.091895	  0.875039	  0.057582	 -0.066762	  0.802085	  0.033506	 -0.038675	  0.624886	 -0.056245	  0.026647	  0.441298	  0.058478	  0.038250	  0.388689	  0.051417	  0.048950	  0.256091	  0.012992	  0.050939	  0.075489	  0.066623	 -0.037243	  0.026250	  0.039995	 -0.096808	  0.883285	  0.371282	 -0.062865	  0.817826	  0.399534	 -0.065755	  0.624949	  0.486849	 -0.017776	  0.441353	  0.372501	 -0.000025	  0.381030	  0.379802	  0.022724	  0.251063	  0.412940	  0.044764	  0.078499	  0.351978	 -0.058384	  0.026382	  0.379445	  0.111599	  0.028995	  0.122918	  0.101399	  0.018668	  0.284311	 -0.023915	  1.330195	  0.046906	  0.073218	  1.351254	  0.219531	 -0.004976	  1.321975	  0.401455	
   355	3.550	  0.090336	  0.899977	  0.209506	 -0.091907	  0.875035	  0.057592	 -0.066786	  0.802086	  0.033515	 -0.038693	  0.624894	 -0.056232	  0.026624	  0.441292	  0.058469	  0.038235	  0.388682	  0.051421	  0.048935	  0.256071	  0.012993	  0.050938	  0.075483	  0.066644	 -0.037265	  0.026243	  0.039996	 -0.096803	  0.883262	  0.371298	 -0.062791	  0.817801	  0.399535	 -0.065723	  0.624931	  0.486863	 -0.017766	  0.441357	  0.372491	 -0.000054	  0.381011	  0.379813	  0.022718	  0.251049	  0.412915	  0.044767	  0.078511	  0.351977	 -0.058397	  0.026383	  0.379442	  0.111612	  0.028992	  0.122933	  0.101390	  0.018668	  0.284316	 -0.023938	  1.330180	  0.046897	  0.073210	  1.351248	  0.219513	 -0.005013	  1.321987	  0.401438	
   356	3.560	  0.090325	  0.899977	  0.209511	 -0.091888	  0.875021	  0.057595	 -0.066777	  0.802086	  0.033541	 -0.038709	  0.624899	 -0.056222	  0.026600	  0.441291	  0.058477	  0.038201	  0.388690	  0.051424	  0.048907	  0.256060	  0.012984	  0.050944	  0.075493	  0.066651	 -0.037255	  0.026252	  0.039994	 -0.096781	  0.883252	  0.371308	 -0.062764	  0.817821	  0.399534	 -0.065736	  0.624954	  0.486869	 -0.017808	  0.441352	  0.372495	 -0.000058	  0.381016	  0.379813	  0.022747	  0.251051	  0.412919	  0.044757	  0.078502	  0.351963	 -0.058389	  0.026384	  0.379452	  0.111609	  0.028987	  0.122934	  0.101368	  0.018666	  0.284318	 -0.023968	  1.330176	  0.046884	  0.073186	  1.351250	  0.219499	 -0.005021	  1.322001	  0.401431	
   357	3.570	  0.090298	  0.899963	  0.209498	 -0.091898	  0.875010	  0.057604	 -0.066793	  0.802097	  0.033525	 -0.038740	  0.624896	 -0.056218	  0.026553	  0.441287	  0.058472	  0.038211	  0.388691	  0.051428	  0.048929	  0.256062	  0.012986	  0.050936	  0.075488	  0.066632	 -0.037247	  0.026231	  0.039992	 -0.096785	  0.883255	  0.371306	 -0.062828	  0.817824	  0.399549	 -0.065768	  0.624967	  0.486874	 -0.017823	  0.441337	  0.372496	 -0.000060	  0.381021	  0.379815	  0.022739	  0.251050	  0.412921	  0.044745	  0.078501	  0.351954	 -0.058388	  0.026379	  0.379438	  0.111579	  0.028982	  0.122915	  0.101365	  0.018671	  0.284321	 -0.023981	  1.330169	  0.046863	  0.073155	  1.351251	  0.219476	 -0.005024	  1.322017	  0.401418	
   358	3.580	  0.090290	  0.899958	  0.209516	 -0.091951	  0.875010	  0.057606	 -0.066819	  0.802083	  0.033509	 -0.038761	  0.624894	 -0.056220	  0.026534	  0.441302	  0.058471	  0.038231	  0.388695	  0.051430	  0.048913	  0.256064	  0.012982	  0.050947	  0.075493	  0.066623	 -0.037252	  0.026235	  0.039996	 -0.096798	  0.883259	  0.371308	 -0.062922	  0.817814	  0.399566	 -0.065764	  0.624961	  0.486884	 -0.017818	  0.441327	  0.372476	 -0.000068	  0.381014	  0.379812	  0.022701	  0.251048	  0.412933	  0.044749	  0.078497	  0.351960	 -0.058379	  0.026388	  0.379446	  0.111567	  0.028978	  0.122900	  0.101381	  0.018670	  0.284312	 -0.024014	  1.330162	  0.046847	  0.073127	  1.351238	  0.219442	 -0.005045	  1.322041	  0.401402	
   359	3.590	  0.090284	  0.899966	  0.209531	 -0.091970	  0.875013	  0.057617	 -0.066827	  0.802078	  0.033524	 -0.038774	  0.624906	 -0.056203	  0.026561	  0.441298	  0.058477	  0.038225	  0.388693	  0.051431	  0.048888	  0.256058	  0.012991	  0.050958	  0.075510	  0.066627	 -0.037234	  0.026249	  0.039989	 -0.096786	  0.883265	  0.371320	 -0.063006	  0.817832	  0.399571	 -0.065757	  0.624955	  0.486895	 -0.017811	  0.441319	  0.372484	 -0.000076	  0.381018	  0.379809	  0.022702	  0.251036	  0.412941	  0.044762	  0.078505	  0.351964	 -0.058366	  0.026384	  0.379449	  0.111581	  0.028974	  0.122909	  0.101368	  0.018655	  0.284298	 -0.024036	  1.330149	  0.046824	  0.073109	  1.351236	  0.219443	 -0.005073	  1.322057	  0.401375	
   360	3.600	  0.090254	  0.899964	  0.209546	 -0.091979	  0.875023	  0.057635	 -0.066848	  0.802080	  0.033541	 -0.038790	  0.624917	 -0.056194	  0.026572	  0.441292	  0.058489	  0.038208	  0.388684	  0.051429	  0.048899	  0.256045	  0.012992	  0.050934	  0.075505	  0.066627	 -0.037214	  0.026257	  0.039973	 -0.096839	  0.883269	  0.371324	 -0.063054	  0.817846	  0.399574	 -0.065794	  0.624964	  0.486884	 -0.017822	  0.441314	  0.372505	 -0.000087	  0.381008	  0.379807	  0.022685	  0.251046	  0.412938	  0.044755	  0.078510	  0.351970	 -0.058387	  0.026390	  0.379432	  0.111564	  0.028973	  0.122920	  0.101356	  0.018663	  0.284301	 -0.024064	  1.330136	  0.046811	  0.073091	  1.351248	  0.219435	 -0.005082	  1.322074	  0.401366	
