BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	583
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   535	5.350	  0.095710	  0.899229	  0.211313	 -0.087549	  0.875881	  0.059745	 -0.062212	  0.802781	  0.035255	 -0.035709	  0.625538	 -0.054734	  0.028932	  0.441278	  0.059421	  0.040174	  0.388554	  0.052176	  0.050461	  0.256185	  0.013523	  0.051211	  0.075395	  0.066691	 -0.037224	  0.026283	  0.039993	 -0.091624	  0.884059	  0.371949	 -0.062035	  0.819294	  0.401525	 -0.062467	  0.625383	  0.488473	 -0.015780	  0.441490	  0.373695	  0.001437	  0.380799	  0.380488	  0.023723	  0.250664	  0.413673	  0.044873	  0.078370	  0.352139	 -0.058375	  0.026358	  0.379454	  0.111606	  0.028724	  0.122812	  0.101353	  0.018563	  0.284343	 -0.016215	  1.329566	  0.046617	  0.081581	  1.350950	  0.219029	  0.002548	  1.322620	  0.400999	
   536	5.360	  0.095774	  0.899220	  0.211324	 -0.087513	  0.875866	  0.059767	 -0.062141	  0.802786	  0.035270	 -0.035680	  0.625534	 -0.054707	  0.028923	  0.441277	  0.059430	  0.040167	  0.388552	  0.052195	  0.050509	  0.256169	  0.013522	  0.051188	  0.075380	  0.066698	 -0.037239	  0.026272	  0.039987	 -0.091580	  0.884051	  0.371978	 -0.061979	  0.819288	  0.401552	 -0.062419	  0.625373	  0.488498	 -0.015778	  0.441476	  0.373697	  0.001445	  0.380786	  0.380500	  0.023724	  0.250655	  0.413680	  0.044875	  0.078378	  0.352138	 -0.058373	  0.026348	  0.379450	  0.111599	  0.028706	  0.122810	  0.101354	  0.018544	  0.284342	 -0.016149	  1.329521	  0.046607	  0.081630	  1.350942	  0.219002	  0.002612	  1.322630	  0.400967	
   537	5.370	  0.095846	  0.899212	  0.211345	 -0.087480	  0.875861	  0.059793	 -0.062099	  0.802777	  0.035290	 -0.035660	  0.625536	 -0.054666	  0.028940	  0.441276	  0.059419	  0.040151	  0.388553	  0.052198	  0.050491	  0.256157	  0.013527	  0.051198	  0.075388	  0.066671	 -0.037253	  0.026282	  0.039995	 -0.091483	  0.884040	  0.372005	 -0.061889	  0.819281	  0.401580	 -0.062357	  0.625358	  0.488528	 -0.015749	  0.441457	  0.373727	  0.001461	  0.380794	  0.380516	  0.023714	  0.250638	  0.413685	  0.044878	  0.078360	  0.352153	 -0.058383	  0.026350	  0.379470	  0.111605	  0.028719	  0.122818	  0.101360	  0.018539	  0.284353	 -0.016055	  1.329469	  0.046593	  0.081688	  1.350950	  0.218972	  0.002677	  1.322645	  0.400958	
   538	5.380	  0.095910	  0.899207	  0.211347	 -0.087423	  0.875844	  0.059808	 -0.062111	  0.802782	  0.035315	 -0.035630	  0.625544	 -0.054611	  0.028955	  0.441274	  0.059435	  0.040156	  0.388554	  0.052199	  0.050476	  0.256178	  0.013533	  0.051200	  0.075391	  0.066656	 -0.037266	  0.026279	  0.040013	 -0.091444	  0.884058	  0.372028	 -0.061837	  0.819269	  0.401613	 -0.062301	  0.625348	  0.488547	 -0.015695	  0.441469	  0.373746	  0.001498	  0.380800	  0.380516	  0.023724	  0.250634	  0.413688	  0.044873	  0.078342	  0.352156	 -0.058364	  0.026330	  0.379472	  0.111583	  0.028701	  0.122815	  0.101340	  0.018541	  0.284359	 -0.015948	  1.329427	  0.046573	  0.081756	  1.350953	  0.218953	  0.002723	  1.322669	  0.400941	
   539	5.390	  0.095963	  0.899203	  0.211352	 -0.087334	  0.875807	  0.059826	 -0.062100	  0.802781	  0.035335	 -0.035606	  0.625563	 -0.054588	  0.028975	  0.441264	  0.059446	  0.040166	  0.388541	  0.052211	  0.050503	  0.256178	  0.013545	  0.051210	  0.075380	  0.066665	 -0.037224	  0.026273	  0.040005	 -0.091410	  0.884080	  0.372067	 -0.061797	  0.819273	  0.401642	 -0.062274	  0.625340	  0.488579	 -0.015673	  0.441471	  0.373760	  0.001527	  0.380790	  0.380525	  0.023744	  0.250636	  0.413709	  0.044867	  0.078350	  0.352158	 -0.058373	  0.026336	  0.379481	  0.111588	  0.028699	  0.122808	  0.101335	  0.018542	  0.284347	 -0.015880	  1.329393	  0.046553	  0.081821	  1.350948	  0.218952	  0.002791	  1.322691	  0.400925	
   540	5.400	  0.096013	  0.899203	  0.211352	 -0.087296	  0.875805	  0.059839	 -0.062055	  0.802784	  0.035352	 -0.035596	  0.625563	 -0.054567	  0.029026	  0.441267	  0.059482	  0.040191	  0.388540	  0.052212	  0.050506	  0.256159	  0.013546	  0.051216	  0.075366	  0.066669	 -0.037209	  0.026278	  0.039992	 -0.091373	  0.884093	  0.372095	 -0.061749	  0.819277	  0.401672	 -0.062227	  0.625340	  0.488602	 -0.015647	  0.441468	  0.373774	  0.001521	  0.380771	  0.380538	  0.023743	  0.250629	  0.413715	  0.044875	  0.078353	  0.352162	 -0.058377	  0.026344	  0.379481	  0.111608	  0.028711	  0.122811	  0.101341	  0.018541	  0.284342	 -0.015825	  1.329344	  0.046528	  0.081887	  1.350939	  0.218917	  0.002877	  1.322709	  0.400905	
   541	5.410	  0.096068	  0.899200	  0.211353	 -0.087272	  0.875798	  0.059867	 -0.062012	  0.802772	  0.035368	 -0.035573	  0.625532	 -0.054544	  0.029044	  0.441267	  0.059497	  0.040213	  0.388546	  0.052214	  0.050509	  0.256163	  0.013541	  0.051196	  0.075377	  0.066671	 -0.037240	  0.026254	  0.039983	 -0.091335	  0.884111	  0.372093	 -0.061669	  0.819265	  0.401701	 -0.062187	  0.625337	  0.488614	 -0.015620	  0.441479	  0.373773	  0.001535	  0.380762	  0.380551	  0.023762	  0.250628	  0.413714	  0.044869	  0.078345	  0.352151	 -0.058384	  0.026350	  0.379489	  0.111613	  0.028698	  0.122810	  0.101357	  0.018533	  0.284346	 -0.015748	  1.329313	  0.046498	  0.081890	  1.350942	  0.218884	  0.002932	  1.322724	  0.400879	
   542	5.420	  0.096123	  0.899191	  0.211350	 -0.087243	  0.875791	  0.059885	 -0.061986	  0.802778	  0.035389	 -0.035583	  0.625521	 -0.054521	  0.029061	  0.441255	  0.059503	  0.040230	  0.388546	  0.052223	  0.050515	  0.256164	  0.013557	  0.051183	  0.075373	  0.066660	 -0.037268	  0.026270	  0.039997	 -0.091287	  0.884128	  0.372102	 -0.061592	  0.819250	  0.401717	 -0.062144	  0.625333	  0.488620	 -0.015611	  0.441476	  0.373764	  0.001558	  0.380771	  0.380558	  0.023785	  0.250624	  0.413719	  0.044856	  0.078329	  0.352145	 -0.058382	  0.026348	  0.379485	  0.111593	  0.028682	  0.122805	  0.101350	  0.018512	  0.284333	 -0.015656	  1.329277	  0.046478	  0.081947	  1.350960	  0.218863	  0.002984	  1.322736	  0.400857	
   543	5.430	  0.096217	  0.899197	  0.211366	 -0.087223	  0.875777	  0.059888	 -0.061974	  0.802789	  0.035405	 -0.035588	  0.625514	 -0.054500	  0.029082	  0.441260	  0.059512	  0.040263	  0.388549	  0.052238	  0.050536	  0.256159	  0.013562	  0.051181	  0.075367	  0.066666	 -0.037291	  0.026271	  0.040002	 -0.091239	  0.884123	  0.372121	 -0.061488	  0.819237	  0.401768	 -0.062083	  0.625331	  0.488622	 -0.015603	  0.441468	  0.373769	  0.001576	  0.380773	  0.380551	  0.023792	  0.250621	  0.413733	  0.044838	  0.078332	  0.352143	 -0.058372	  0.026341	  0.379476	  0.111610	  0.028689	  0.122799	  0.101344	  0.018515	  0.284319	 -0.015591	  1.329243	  0.046457	  0.082001	  1.350956	  0.218858	  0.003074	  1.322748	  0.400852	
   544	5.440	  0.096246	  0.899193	  0.211379	 -0.087196	  0.875776	  0.059902	 -0.061968	  0.802779	  0.035421	 -0.035564	  0.625515	 -0.054487	  0.029127	  0.441271	  0.059513	  0.040280	  0.388541	  0.052237	  0.050581	  0.256150	  0.013555	  0.051193	  0.075355	  0.066667	 -0.037256	  0.026262	  0.039997	 -0.091176	  0.884131	  0.372138	 -0.061423	  0.819227	  0.401805	 -0.062021	  0.625356	  0.488641	 -0.015576	  0.441464	  0.373783	  0.001603	  0.380764	  0.380559	  0.023800	  0.250620	  0.413725	  0.044843	  0.078332	  0.352157	 -0.058390	  0.026348	  0.379473	  0.111594	  0.028676	  0.122800	  0.101347	  0.018521	  0.284338	 -0.015544	  1.329219	  0.046440	  0.082039	  1.350947	  0.218839	  0.003137	  1.322770	  0.400836	
   545	5.450	  0.096295	  0.899191	  0.211382	 -0.087174	  0.875772	  0.059910	 -0.061926	  0.802774	  0.035443	 -0.035557	  0.625516	 -0.054482	  0.029132	  0.441260	  0.059513	  0.040299	  0.388539	  0.052242	  0.050585	  0.256148	  0.013562	  0.051197	  0.075347	  0.066662	 -0.037272	  0.026239	  0.039997	 -0.091147	  0.884166	  0.372162	 -0.061371	  0.819220	  0.401821	 -0.061982	  0.625374	  0.488660	 -0.015565	  0.441467	  0.373785	  0.001630	  0.380761	  0.380574	  0.023800	  0.250605	  0.413729	  0.044850	  0.078322	  0.352165	 -0.058389	  0.026352	  0.379474	  0.111591	  0.028680	  0.122784	  0.101343	  0.018524	  0.284337	 -0.015503	  1.329204	  0.046420	  0.082104	  1.350966	  0.218821	  0.003196	  1.322799	  0.400820	
   546	5.460	  0.096375	  0.899202	  0.211392	 -0.087123	  0.875755	  0.059920	 -0.061866	  0.802781	  0.035472	 -0.035526	  0.625519	 -0.054457	  0.029133	  0.441247	  0.059521	  0.040329	  0.388542	  0.052233	  0.050574	  0.256161	  0.013564	  0.051200	  0.075357	  0.066642	 -0.037284	  0.026241	  0.040015	 -0.091087	  0.884175	  0.372185	 -0.061330	  0.819238	  0.401838	 -0.061966	  0.625394	  0.488682	 -0.015533	  0.441481	  0.373796	  0.001629	  0.380762	  0.380571	  0.023830	  0.250615	  0.413742	  0.044860	  0.078331	  0.352171	 -0.058392	  0.026353	  0.379475	  0.111613	  0.028684	  0.122781	  0.101357	  0.018539	  0.284343	 -0.015469	  1.329188	  0.046395	  0.082151	  1.350984	  0.218797	  0.003276	  1.322815	  0.400808	
   547	5.470	  0.096419	  0.899206	  0.211395	 -0.087082	  0.875755	  0.059937	 -0.061805	  0.802782	  0.035482	 -0.035502	  0.625537	 -0.054439	  0.029158	  0.441260	  0.059523	  0.040353	  0.388559	  0.052229	  0.050627	  0.256158	  0.013559	  0.051204	  0.075336	  0.066625	 -0.037253	  0.026242	  0.040002	 -0.091001	  0.884165	  0.372200	 -0.061260	  0.819236	  0.401864	 -0.061930	  0.625397	  0.488685	 -0.015515	  0.441484	  0.373792	  0.001656	  0.380751	  0.380581	  0.023851	  0.250600	  0.413742	  0.044865	  0.078332	  0.352164	 -0.058393	  0.026345	  0.379471	  0.111640	  0.028701	  0.122780	  0.101363	  0.018538	  0.284344	 -0.015392	  1.329153	  0.046375	  0.082231	  1.350982	  0.218776	  0.003337	  1.322825	  0.400781	
   548	5.480	  0.096489	  0.899219	  0.211406	 -0.087020	  0.875747	  0.059957	 -0.061788	  0.802782	  0.035501	 -0.035477	  0.625546	 -0.054417	  0.029201	  0.441240	  0.059551	  0.040384	  0.388565	  0.052233	  0.050620	  0.256142	  0.013560	  0.051213	  0.075348	  0.066638	 -0.037242	  0.026239	  0.039987	 -0.090943	  0.884179	  0.372213	 -0.061161	  0.819217	  0.401872	 -0.061902	  0.625381	  0.488700	 -0.015485	  0.441484	  0.373796	  0.001684	  0.380754	  0.380592	  0.023872	  0.250595	  0.413739	  0.044848	  0.078323	  0.352158	 -0.058381	  0.026342	  0.379486	  0.111649	  0.028682	  0.122765	  0.101353	  0.018513	  0.284324	 -0.015336	  1.329122	  0.046356	  0.082296	  1.350983	  0.218763	  0.003401	  1.322843	  0.400758	
   549	5.490	  0.096537	  0.899224	  0.211431	 -0.086949	  0.875739	  0.059966	 -0.061728	  0.802782	  0.035525	 -0.035434	  0.625563	 -0.054402	  0.029220	  0.441241	  0.059558	  0.040405	  0.388568	  0.052233	  0.050602	  0.256143	  0.013565	  0.051241	  0.075358	  0.066627	 -0.037242	  0.026211	  0.039970	 -0.090910	  0.884195	  0.372241	 -0.061116	  0.819204	  0.401897	 -0.061867	  0.625368	  0.488715	 -0.015461	  0.441491	  0.373810	  0.001695	  0.380755	  0.380592	  0.023871	  0.250590	  0.413737	  0.044838	  0.078310	  0.352156	 -0.058387	  0.026329	  0.379478	  0.111637	  0.028676	  0.122751	  0.101346	  0.018514	  0.284314	 -0.015302	  1.329096	  0.046334	  0.082306	  1.350971	  0.218747	  0.003463	  1.322864	  0.400740	
   550	5.500	  0.096595	  0.899226	  0.211447	 -0.086902	  0.875739	  0.059975	 -0.061662	  0.802781	  0.035541	 -0.035386	  0.625564	 -0.054377	  0.029277	  0.441257	  0.059547	  0.040448	  0.388575	  0.052231	  0.050622	  0.256138	  0.013574	  0.051251	  0.075348	  0.066628	 -0.037293	  0.026223	  0.039994	 -0.090877	  0.884190	  0.372279	 -0.061081	  0.819199	  0.401918	 -0.061833	  0.625362	  0.488726	 -0.015448	  0.441481	  0.373820	  0.001705	  0.380753	  0.380616	  0.023877	  0.250596	  0.413760	  0.044833	  0.078310	  0.352148	 -0.058380	  0.026334	  0.379488	  0.111620	  0.028687	  0.122770	  0.101343	  0.018522	  0.284311	 -0.015289	  1.329079	  0.046308	  0.082340	  1.350968	  0.218726	  0.003541	  1.322874	  0.400735	
   551	5.510	  0.096658	  0.899235	  0.211442	 -0.086853	  0.875731	  0.059994	 -0.061620	  0.802784	  0.035568	 -0.035328	  0.625562	 -0.054358	  0.029343	  0.441251	  0.059562	  0.040501	  0.388584	  0.052246	  0.050650	  0.256146	  0.013576	  0.051243	  0.075346	  0.066634	 -0.037282	  0.026218	  0.039998	 -0.090780	  0.884191	  0.372290	 -0.061015	  0.819194	  0.401932	 -0.061820	  0.625367	  0.488753	 -0.015422	  0.441486	  0.373835	  0.001731	  0.380763	  0.380634	  0.023895	  0.250586	  0.413758	  0.044858	  0.078312	  0.352158	 -0.058361	  0.026348	  0.379499	  0.111608	  0.028684	  0.122770	  0.101368	  0.018534	  0.284320	 -0.015237	  1.329064	  0.046291	  0.082401	  1.350974	  0.218715	  0.003610	  1.322875	  0.400717	
   552	5.520	  0.096720	  0.899232	  0.211455	 -0.086805	  0.875719	  0.060011	 -0.061579	  0.802783	  0.035599	 -0.035261	  0.625554	 -0.054342	  0.029392	  0.441256	  0.059555	  0.040538	  0.388590	  0.052262	  0.050664	  0.256165	  0.013564	  0.051220	  0.075338	  0.066632	 -0.037280	  0.026209	  0.039992	 -0.090719	  0.884204	  0.372304	 -0.060953	  0.819208	  0.401934	 -0.061786	  0.625355	  0.488767	 -0.015407	  0.441496	  0.373841	  0.001743	  0.380759	  0.380639	  0.023887	  0.250600	  0.413744	  0.044864	  0.078324	  0.352160	 -0.058371	  0.026338	  0.379495	  0.111597	  0.028685	  0.122759	  0.101365	  0.018544	  0.284337	 -0.015185	  1.329042	  0.046276	  0.082441	  1.350975	  0.218695	  0.003671	  1.322896	  0.400703	
   553	5.530	  0.096802	  0.899241	  0.211486	 -0.086734	  0.875692	  0.060018	 -0.061553	  0.802785	  0.035607	 -0.035208	  0.625555	 -0.054297	  0.029476	  0.441252	  0.059564	  0.040566	  0.388604	  0.052281	  0.050728	  0.256153	  0.013574	  0.051224	  0.075348	  0.066632	 -0.037291	  0.026244	  0.039994	 -0.090660	  0.884230	  0.372326	 -0.060914	  0.819211	  0.401965	 -0.061740	  0.625348	  0.488773	 -0.015419	  0.441485	  0.373852	  0.001756	  0.380764	  0.380640	  0.023897	  0.250604	  0.413765	  0.044855	  0.078320	  0.352165	 -0.058358	  0.026339	  0.379480	  0.111614	  0.028687	  0.122756	  0.101367	  0.018549	  0.284346	 -0.015142	  1.329020	  0.046245	  0.082480	  1.350960	  0.218681	  0.003733	  1.322906	  0.400685	
   554	5.540	  0.096845	  0.899250	  0.211493	 -0.086717	  0.875682	  0.060033	 -0.061480	  0.802770	  0.035627	 -0.035168	  0.625553	 -0.054272	  0.029535	  0.441238	  0.059577	  0.040616	  0.388620	  0.052271	  0.050794	  0.256156	  0.013580	  0.051247	  0.075351	  0.066649	 -0.037261	  0.026246	  0.040002	 -0.090622	  0.884257	  0.372329	 -0.060837	  0.819200	  0.401976	 -0.061704	  0.625356	  0.488782	 -0.015404	  0.441488	  0.373866	  0.001759	  0.380769	  0.380638	  0.023885	  0.250601	  0.413758	  0.044851	  0.078304	  0.352154	 -0.058355	  0.026353	  0.379484	  0.111607	  0.028686	  0.122770	  0.101380	  0.018551	  0.284352	 -0.015094	  1.328997	  0.046224	  0.082532	  1.350965	  0.218669	  0.003806	  1.322910	  0.400677	
   555	5.550	  0.096868	  0.899237	  0.211507	 -0.086662	  0.875671	  0.060047	 -0.061408	  0.802772	  0.035645	 -0.035122	  0.625555	 -0.054238	  0.029548	  0.441242	  0.059594	  0.040654	  0.388629	  0.052268	  0.050838	  0.256151	  0.013585	  0.051267	  0.075353	  0.066634	 -0.037220	  0.026255	  0.039998	 -0.090589	  0.884274	  0.372320	 -0.060796	  0.819204	  0.401992	 -0.061681	  0.625363	  0.488793	 -0.015364	  0.441500	  0.373875	  0.001771	  0.380762	  0.380653	  0.023885	  0.250596	  0.413765	  0.044845	  0.078301	  0.352162	 -0.058363	  0.026357	  0.379494	  0.111590	  0.028671	  0.122788	  0.101377	  0.018552	  0.284348	 -0.015028	  1.328975	  0.046214	  0.082558	  1.350970	  0.218652	  0.003849	  1.322919	  0.400673	
   556	5.560	  0.096934	  0.899242	  0.211536	 -0.086609	  0.875672	  0.060057	 -0.061319	  0.802766	  0.035664	 -0.035086	  0.625560	 -0.054208	  0.029570	  0.441251	  0.059596	  0.040691	  0.388644	  0.052285	  0.050845	  0.256153	  0.013596	  0.051285	  0.075342	  0.066647	 -0.037217	  0.026266	  0.039993	 -0.090564	  0.884296	  0.372344	 -0.060755	  0.819212	  0.402016	 -0.061645	  0.625355	  0.488801	 -0.015332	  0.441492	  0.373891	  0.001784	  0.380765	  0.380656	  0.023898	  0.250600	  0.413788	  0.044845	  0.078308	  0.352170	 -0.058381	  0.026359	  0.379475	  0.111590	  0.028664	  0.122779	  0.101390	  0.018567	  0.284336	 -0.014978	  1.328963	  0.046192	  0.082603	  1.350972	  0.218641	  0.003873	  1.322921	  0.400665	
   557	5.570	  0.096996	  0.899253	  0.211548	 -0.086539	  0.875662	  0.060077	 -0.061283	  0.802768	  0.035702	 -0.035038	  0.625557	 -0.054193	  0.029596	  0.441262	  0.059598	  0.040748	  0.388652	  0.052300	  0.050860	  0.256173	  0.013599	  0.051278	  0.075328	  0.066663	 -0.037220	  0.026270	  0.039981	 -0.090486	  0.884303	  0.372387	 -0.060703	  0.819214	  0.402037	 -0.061609	  0.625368	  0.488821	 -0.015309	  0.441494	  0.373906	  0.001806	  0.380776	  0.380661	  0.023914	  0.250612	  0.413803	  0.044859	  0.078324	  0.352165	 -0.058363	  0.026357	  0.379486	  0.111605	  0.028673	  0.122772	  0.101413	  0.018572	  0.284332	 -0.014961	  1.328956	  0.046188	  0.082617	  1.350975	  0.218625	  0.003913	  1.322935	  0.400660	
   558	5.580	  0.097090	  0.899259	  0.211574	 -0.086481	  0.875648	  0.060101	 -0.061287	  0.802768	  0.035717	 -0.034991	  0.625563	 -0.054153	  0.029638	  0.441283	  0.059616	  0.040777	  0.388651	  0.052311	  0.050856	  0.256184	  0.013606	  0.051268	  0.075341	  0.066645	 -0.037213	  0.026271	  0.039972	 -0.090426	  0.884301	  0.372397	 -0.060685	  0.819217	  0.402044	 -0.061581	  0.625391	  0.488828	 -0.015320	  0.441502	  0.373909	  0.001839	  0.380766	  0.380684	  0.023931	  0.250605	  0.413789	  0.044870	  0.078322	  0.352174	 -0.058337	  0.026365	  0.379495	  0.111622	  0.028684	  0.122785	  0.101407	  0.018579	  0.284331	 -0.014945	  1.328954	  0.046179	  0.082641	  1.350980	  0.218628	  0.003959	  1.322946	  0.400656	
   559	5.590	  0.097129	  0.899264	  0.211596	 -0.086426	  0.875642	  0.060112	 -0.061216	  0.802773	  0.035728	 -0.034942	  0.625585	 -0.054125	  0.029691	  0.441282	  0.059629	  0.040784	  0.388663	  0.052310	  0.050860	  0.256162	  0.013629	  0.051269	  0.075356	  0.066648	 -0.037202	  0.026262	  0.039980	 -0.090372	  0.884315	  0.372399	 -0.060656	  0.819225	  0.402057	 -0.061555	  0.625411	  0.488834	 -0.015295	  0.441510	  0.373917	  0.001860	  0.380775	  0.380700	  0.023958	  0.250610	  0.413806	  0.044879	  0.078328	  0.352180	 -0.058327	  0.026372	  0.379500	  0.111634	  0.028699	  0.122789	  0.101391	  0.018582	  0.284343	 -0.014903	  1.328942	  0.046176	  0.082664	  1.350981	  0.218631	  0.003996	  1.322946	  0.400653	
   560	5.600	  0.097170	  0.899265	  0.211621	 -0.086387	  0.875644	  0.060110	 -0.061141	  0.802774	  0.035752	 -0.034890	  0.625604	 -0.054095	  0.029736	  0.441289	  0.059641	  0.040823	  0.388665	  0.052319	  0.050879	  0.256160	  0.013634	  0.051290	  0.075358	  0.066652	 -0.037211	  0.026271	  0.039983	 -0.090292	  0.884338	  0.372426	 -0.060584	  0.819238	  0.402067	 -0.061533	  0.625406	  0.488843	 -0.015258	  0.441523	  0.373934	  0.001871	  0.380779	  0.380703	  0.023991	  0.250625	  0.413834	  0.044889	  0.078343	  0.352179	 -0.058353	  0.026367	  0.379490	  0.111628	  0.028682	  0.122773	  0.101421	  0.018585	  0.284362	 -0.014875	  1.328944	  0.046163	  0.082692	  1.350987	  0.218643	  0.004011	  1.322938	  0.400649	
   561	5.610	  0.097210	  0.899259	  0.211641	 -0.086328	  0.875640	  0.060112	 -0.061070	  0.802777	  0.035796	 -0.034848	  0.625602	 -0.054069	  0.029749	  0.441302	  0.059647	  0.040856	  0.388668	  0.052329	  0.050911	  0.256171	  0.013628	  0.051284	  0.075349	  0.066656	 -0.037222	  0.026258	  0.039993	 -0.090265	  0.884351	  0.372441	 -0.060522	  0.819241	  0.402087	 -0.061498	  0.625383	  0.488848	 -0.015210	  0.441549	  0.373955	  0.001913	  0.380771	  0.380708	  0.024034	  0.250619	  0.413841	  0.044888	  0.078330	  0.352183	 -0.058368	  0.026369	  0.379472	  0.111607	  0.028673	  0.122767	  0.101447	  0.018591	  0.284375	 -0.014842	  1.328955	  0.046156	  0.082720	  1.351007	  0.218646	  0.004052	  1.322925	  0.400651	
   562	5.620	  0.097253	  0.899258	  0.211643	 -0.086254	  0.875616	  0.060126	 -0.061028	  0.802776	  0.035804	 -0.034818	  0.625593	 -0.054053	  0.029769	  0.441306	  0.059641	  0.040882	  0.388682	  0.052318	  0.050983	  0.256162	  0.013639	  0.051283	  0.075347	  0.066662	 -0.037194	  0.026275	  0.039987	 -0.090235	  0.884357	  0.372467	 -0.060486	  0.819249	  0.402109	 -0.061450	  0.625376	  0.488864	 -0.015170	  0.441543	  0.373973	  0.001953	  0.380778	  0.380707	  0.024017	  0.250610	  0.413839	  0.044890	  0.078323	  0.352193	 -0.058333	  0.026365	  0.379483	  0.111626	  0.028678	  0.122782	  0.101448	  0.018581	  0.284375	 -0.014816	  1.328950	  0.046147	  0.082747	  1.351012	  0.218651	  0.004085	  1.322934	  0.400658	
   563	5.630	  0.097326	  0.899282	  0.211652	 -0.086236	  0.875599	  0.060130	 -0.060977	  0.802768	  0.035807	 -0.034779	  0.625594	 -0.054040	  0.029835	  0.441294	  0.059659	  0.040912	  0.388705	  0.052318	  0.051004	  0.256152	  0.013640	  0.051299	  0.075349	  0.066663	 -0.037178	  0.026286	  0.039978	 -0.090174	  0.884376	  0.372490	 -0.060430	  0.819245	  0.402133	 -0.061408	  0.625393	  0.488871	 -0.015138	  0.441525	  0.373976	  0.001972	  0.380778	  0.380723	  0.024015	  0.250608	  0.413824	  0.044885	  0.078327	  0.352197	 -0.058352	  0.026369	  0.379486	  0.111661	  0.028694	  0.122788	  0.101408	  0.018560	  0.284371	 -0.014816	  1.328945	  0.046133	  0.082740	  1.350996	  0.218636	  0.004118	  1.322930	  0.400656	
