BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	24
Frequency:    	100 Hz
Frames:       	555
Start time:   	0.000

 Frame	 Time	      c7.X	      c7.Y	      c7.Z	r should.X	r should.Y	r should.Z	l should.X	l should.Y	l should.Z	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	  l asis.X	  l asis.Y	  l asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	  l heel.X	  l heel.Y	  l heel.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	   r met.X	   r met.Y	   r met.Z	    [P0].X	    [P0].Y	    [P0].Z	    [P1].X	    [P1].Y	    [P1].Z	
   324	3.240	  0.345598	  1.470894	  0.184518	  0.287095	  1.433928	  0.040302	  0.283586	  1.450084	  0.331544	  0.440692	  0.962388	  0.195237	  0.202177	  0.945333	  0.043567	  0.221426	  0.941796	  0.372064	  0.307927	  0.823847	  0.006942	  0.333641	  0.862675	  0.409075	  0.312825	  0.583169	 -0.058552	  0.292642	  0.479267	  0.043047	  0.286978	  0.550010	  0.466208	  0.315353	  0.481860	  0.363856	  0.320812	  0.430529	  0.368934	  0.306288	  0.437708	  0.039918	  0.318632	  0.291441	 -0.002146	  0.360463	  0.072436	  0.057101	  0.328802	  0.267094	  0.399963	  0.350613	  0.074615	  0.334282	  0.393276	  0.025295	  0.275422	  0.242688	  0.021926	  0.363474	  0.410452	  0.027790	  0.118597	  0.250158	  0.028848	  0.036934	  0.322144	  0.006427	  0.219272	 -0.242443	  0.009478	  0.183805	
   325	3.250	  0.345450	  1.470887	  0.184564	  0.286981	  1.433915	  0.040331	  0.283391	  1.450065	  0.331591	  0.440544	  0.962379	  0.195259	  0.202030	  0.945335	  0.043531	  0.221238	  0.941755	  0.372096	  0.307768	  0.823823	  0.006953	  0.333557	  0.862714	  0.409101	  0.312680	  0.583113	 -0.058520	  0.292476	  0.479254	  0.043066	  0.286904	  0.549984	  0.466208	  0.315296	  0.481849	  0.363865	  0.320765	  0.430524	  0.368939	  0.306145	  0.437697	  0.039964	  0.318589	  0.291448	 -0.002108	  0.360446	  0.072454	  0.057100	  0.328805	  0.267080	  0.399963	  0.350610	  0.074621	  0.334275	  0.393293	  0.025311	  0.275429	  0.242678	  0.021916	  0.363474	  0.410449	  0.027786	  0.118593	  0.250107	  0.028863	  0.036933	  0.321960	  0.006428	  0.219294	 -0.242368	  0.009477	  0.183872	
   326	3.260	  0.345265	  1.470873	  0.184632	  0.286850	  1.433918	  0.040364	  0.283246	  1.450054	  0.331654	  0.440436	  0.962383	  0.195274	  0.201965	  0.945318	  0.043495	  0.221093	  0.941745	  0.372111	  0.307625	  0.823797	  0.006988	  0.333463	  0.862723	  0.409100	  0.312531	  0.583066	 -0.058499	  0.292344	  0.479218	  0.043087	  0.286827	  0.549954	  0.466210	  0.315217	  0.481838	  0.363880	  0.320734	  0.430530	  0.368934	  0.306024	  0.437661	  0.039987	  0.318479	  0.291455	 -0.002101	  0.360454	  0.072471	  0.057104	  0.328825	  0.267086	  0.399965	  0.350603	  0.074623	  0.334275	  0.393333	  0.025349	  0.275431	  0.242661	  0.021916	  0.363473	  0.410466	  0.027811	  0.118603	  0.250072	  0.028877	  0.036944	  0.321741	  0.006425	  0.219609	 -0.242350	  0.009477	  0.183872	
   327	3.270	  0.345117	  1.470878	  0.184712	  0.286688	  1.433928	  0.040402	  0.283038	  1.450039	  0.331721	  0.440349	  0.962411	  0.195288	  0.201953	  0.945269	  0.043478	  0.220962	  0.941727	  0.372120	  0.307473	  0.823770	  0.007012	  0.333370	  0.862744	  0.409113	  0.312370	  0.583038	 -0.058489	  0.292228	  0.479200	  0.043126	  0.286726	  0.549952	  0.466208	  0.315152	  0.481845	  0.363882	  0.320691	  0.430533	  0.368934	  0.305902	  0.437643	  0.039983	  0.318383	  0.291460	 -0.002071	  0.360435	  0.072485	  0.057108	  0.328779	  0.267088	  0.399950	  0.350608	  0.074630	  0.334290	  0.393321	  0.025337	  0.275419	  0.242675	  0.021908	  0.363478	  0.410456	  0.027816	  0.118596	  0.250083	  0.028890	  0.036956	  0.321839	  0.006421	  0.219909	 -0.242519	  0.009478	  0.183881	
   328	3.280	  0.344945	  1.470884	  0.184765	  0.286556	  1.433933	  0.040459	  0.282848	  1.450017	  0.331789	  0.440187	  0.962409	  0.195295	  0.201885	  0.945236	  0.043471	  0.220773	  0.941711	  0.372146	  0.307303	  0.823734	  0.007022	  0.333259	  0.862751	  0.409131	  0.312222	  0.583016	 -0.058457	  0.292091	  0.479192	  0.043145	  0.286679	  0.549929	  0.466230	  0.315123	  0.481847	  0.363868	  0.320630	  0.430525	  0.368948	  0.305815	  0.437625	  0.039994	  0.318322	  0.291469	 -0.002044	  0.360444	  0.072507	  0.057118	  0.328746	  0.267092	  0.399931	  0.350617	  0.074634	  0.334282	  0.393267	  0.025299	  0.275414	  0.242671	  0.021911	  0.363468	  0.410436	  0.027792	  0.118600	  0.250049	  0.028884	  0.036958	  0.320806	  0.006434	  0.219259	 -0.242593	  0.009479	  0.183795	
   329	3.290	  0.344800	  1.470883	  0.184840	  0.286439	  1.433925	  0.040512	  0.282676	  1.449998	  0.331852	  0.440064	  0.962422	  0.195309	  0.201841	  0.945220	  0.043491	  0.220594	  0.941706	  0.372170	  0.307098	  0.823715	  0.007017	  0.333104	  0.862744	  0.409147	  0.312062	  0.583008	 -0.058453	  0.291968	  0.479185	  0.043156	  0.286652	  0.549920	  0.466243	  0.315074	  0.481844	  0.363883	  0.320535	  0.430522	  0.368943	  0.305747	  0.437624	  0.040029	  0.318269	  0.291472	 -0.002035	  0.360436	  0.072519	  0.057116	  0.328698	  0.267097	  0.399924	  0.350581	  0.074641	  0.334283	  0.393276	  0.025291	  0.275406	  0.242673	  0.021928	  0.363448	  0.410437	  0.027794	  0.118607	  0.250095	  0.028879	  0.036968	  0.321486	  0.006422	  0.219948	 -0.242387	  0.009477	  0.183872	
   330	3.300	  0.344630	  1.470865	  0.184915	  0.286304	  1.433924	  0.040551	  0.282483	  1.449982	  0.331908	  0.439971	  0.962443	  0.195312	  0.201734	  0.945214	  0.043505	  0.220409	  0.941677	  0.372193	  0.306884	  0.823680	  0.007032	  0.332988	  0.862744	  0.409146	  0.311918	  0.583003	 -0.058448	  0.291857	  0.479163	  0.043161	  0.286610	  0.549929	  0.466259	  0.315005	  0.481830	  0.363866	  0.320435	  0.430513	  0.368935	  0.305649	  0.437607	  0.040049	  0.318201	  0.291465	 -0.002043	  0.360441	  0.072525	  0.057117	  0.328654	  0.267100	  0.399922	  0.350578	  0.074638	  0.334280	  0.393289	  0.025316	  0.275416	  0.242666	  0.021936	  0.363438	  0.410451	  0.027809	  0.118611	  0.250118	  0.028884	  0.036975	  0.321166	  0.006422	  0.220051	 -0.242443	  0.009479	  0.183787	
   331	3.310	  0.344420	  1.470850	  0.184981	  0.286128	  1.433924	  0.040600	  0.282280	  1.449961	  0.331962	  0.439882	  0.962461	  0.195323	  0.201649	  0.945184	  0.043516	  0.220277	  0.941647	  0.372224	  0.306724	  0.823654	  0.007044	  0.332852	  0.862732	  0.409146	  0.311782	  0.583001	 -0.058447	  0.291747	  0.479148	  0.043176	  0.286553	  0.549928	  0.466236	  0.314874	  0.481833	  0.363863	  0.320351	  0.430516	  0.368936	  0.305539	  0.437592	  0.040058	  0.318138	  0.291473	 -0.002045	  0.360424	  0.072528	  0.057113	  0.328592	  0.267088	  0.399911	  0.350577	  0.074644	  0.334278	  0.393268	  0.025324	  0.275419	  0.242659	  0.021935	  0.363459	  0.410426	  0.027801	  0.118606	  0.250115	  0.028869	  0.036957	  0.320968	  0.006423	  0.220072	 -0.242500	  0.009478	  0.183826	
   332	3.320	  0.344193	  1.470824	  0.185028	  0.285950	  1.433925	  0.040641	  0.282164	  1.449949	  0.332015	  0.439749	  0.962461	  0.195314	  0.201605	  0.945154	  0.043575	  0.220138	  0.941617	  0.372256	  0.306571	  0.823641	  0.007052	  0.332691	  0.862699	  0.409156	  0.311678	  0.583013	 -0.058442	  0.291649	  0.479134	  0.043192	  0.286470	  0.549914	  0.466226	  0.314762	  0.481820	  0.363879	  0.320276	  0.430505	  0.368934	  0.305441	  0.437593	  0.040057	  0.318081	  0.291483	 -0.002043	  0.360418	  0.072529	  0.057113	  0.328547	  0.267068	  0.399900	  0.350564	  0.074638	  0.334262	  0.393233	  0.025301	  0.275415	  0.242658	  0.021920	  0.363460	  0.410409	  0.027792	  0.118596	  0.250076	  0.028857	  0.036943	  0.320526	  0.006423	  0.220213	 -0.242425	  0.009478	  0.183805	
   333	3.330	  0.344021	  1.470821	  0.185098	  0.285800	  1.433918	  0.040682	  0.282060	  1.449933	  0.332064	  0.439636	  0.962460	  0.195295	  0.201433	  0.945190	  0.043665	  0.219958	  0.941585	  0.372289	  0.306421	  0.823628	  0.007075	  0.332535	  0.862638	  0.409155	  0.311574	  0.583026	 -0.058441	  0.291535	  0.479119	  0.043184	  0.286350	  0.549926	  0.466245	  0.314624	  0.481816	  0.363872	  0.320220	  0.430510	  0.368937	  0.305323	  0.437565	  0.040058	  0.318040	  0.291478	 -0.002033	  0.360419	  0.072520	  0.057103	  0.328488	  0.267048	  0.399896	  0.350541	  0.074649	  0.334244	  0.393237	  0.025299	  0.275413	  0.242661	  0.021922	  0.363439	  0.410456	  0.027809	  0.118619	  0.250077	  0.028850	  0.036933	  0.319711	  0.006433	  0.219681	 -0.242425	  0.009479	  0.183787	
   334	3.340	  0.343811	  1.470807	  0.185165	  0.285684	  1.433906	  0.040733	  0.281978	  1.449918	  0.332102	  0.439522	  0.962468	  0.195303	  0.201210	  0.945192	  0.043717	  0.219796	  0.941565	  0.372332	  0.306268	  0.823591	  0.007070	  0.332416	  0.862620	  0.409162	  0.311462	  0.583046	 -0.058431	  0.291432	  0.479101	  0.043186	  0.286263	  0.549932	  0.466255	  0.314535	  0.481802	  0.363878	  0.320140	  0.430521	  0.368933	  0.305217	  0.437534	  0.040059	  0.317959	  0.291462	 -0.002033	  0.360409	  0.072523	  0.057107	  0.328427	  0.267043	  0.399893	  0.350560	  0.074671	  0.334243	  0.393235	  0.025304	  0.275403	  0.242645	  0.021913	  0.363445	  0.410459	  0.027824	  0.118615	  0.250092	  0.028858	  0.036942	  0.320202	  0.006427	  0.220017	 -0.242425	  0.009479	  0.183787	
   335	3.350	  0.343554	  1.470789	  0.185223	  0.285560	  1.433908	  0.040784	  0.281860	  1.449916	  0.332134	  0.439403	  0.962473	  0.195300	  0.200964	  0.945207	  0.043790	  0.219618	  0.941533	  0.372370	  0.306107	  0.823557	  0.007065	  0.332353	  0.862622	  0.409185	  0.311359	  0.583067	 -0.058419	  0.291318	  0.479069	  0.043201	  0.286173	  0.549925	  0.466244	  0.314475	  0.481799	  0.363885	  0.320046	  0.430515	  0.368932	  0.305120	  0.437532	  0.040065	  0.317912	  0.291471	 -0.002041	  0.360418	  0.072528	  0.057109	  0.328344	  0.267046	  0.399877	  0.350532	  0.074665	  0.334245	  0.393242	  0.025300	  0.275401	  0.242642	  0.021904	  0.363454	  0.410431	  0.027816	  0.118600	  0.250085	  0.028862	  0.036954	  0.319483	  0.006434	  0.219680	 -0.242443	  0.009478	  0.183805	
   336	3.360	  0.343302	  1.470778	  0.185278	  0.285388	  1.433903	  0.040821	  0.281753	  1.449898	  0.332178	  0.439256	  0.962471	  0.195284	  0.200724	  0.945225	  0.043862	  0.219444	  0.941500	  0.372425	  0.305995	  0.823551	  0.007070	  0.332312	  0.862634	  0.409202	  0.311226	  0.583088	 -0.058413	  0.291247	  0.479057	  0.043213	  0.286094	  0.549926	  0.466234	  0.314415	  0.481793	  0.363879	  0.319976	  0.430503	  0.368942	  0.305046	  0.437546	  0.040089	  0.317910	  0.291479	 -0.002042	  0.360434	  0.072540	  0.057113	  0.328269	  0.267053	  0.399873	  0.350533	  0.074649	  0.334239	  0.393237	  0.025295	  0.275405	  0.242665	  0.021909	  0.363449	  0.410387	  0.027800	  0.118589	  0.250090	  0.028859	  0.036955	  0.319954	  0.006427	  0.220135	 -0.242318	  0.009479	  0.183719	
   337	3.370	  0.343083	  1.470766	  0.185334	  0.285242	  1.433908	  0.040855	  0.281661	  1.449877	  0.332213	  0.439116	  0.962470	  0.195277	  0.200560	  0.945210	  0.043933	  0.219280	  0.941452	  0.372478	  0.305889	  0.823540	  0.007097	  0.332192	  0.862639	  0.409217	  0.311054	  0.583113	 -0.058421	  0.291183	  0.479045	  0.043242	  0.286016	  0.549910	  0.466242	  0.314356	  0.481772	  0.363886	  0.319904	  0.430497	  0.368946	  0.304987	  0.437542	  0.040113	  0.317879	  0.291468	 -0.002029	  0.360421	  0.072552	  0.057110	  0.328248	  0.267065	  0.399864	  0.350556	  0.074673	  0.334242	  0.393187	  0.025281	  0.275400	  0.242639	  0.021919	  0.363436	  0.410385	  0.027788	  0.118591	  0.250094	  0.028862	  0.036949	  0.319617	  0.006428	  0.220174	 -0.242568	  0.009478	  0.183872	
   338	3.380	  0.342906	  1.470757	  0.185390	  0.285108	  1.433908	  0.040885	  0.281567	  1.449868	  0.332240	  0.439017	  0.962475	  0.195295	  0.200308	  0.945218	  0.043986	  0.219130	  0.941381	  0.372527	  0.305775	  0.823531	  0.007125	  0.332052	  0.862600	  0.409232	  0.310945	  0.583116	 -0.058421	  0.291132	  0.479039	  0.043267	  0.285994	  0.549906	  0.466246	  0.314294	  0.481765	  0.363903	  0.319863	  0.430496	  0.368942	  0.304965	  0.437544	  0.040131	  0.317815	  0.291470	 -0.002043	  0.360409	  0.072557	  0.057109	  0.328213	  0.267061	  0.399855	  0.350558	  0.074686	  0.334234	  0.393170	  0.025286	  0.275382	  0.242621	  0.021927	  0.363433	  0.410390	  0.027797	  0.118596	  0.250088	  0.028878	  0.036952	  0.319489	  0.006429	  0.220094	 -0.242462	  0.009478	  0.183805	
   339	3.390	  0.342711	  1.470742	  0.185431	  0.284933	  1.433910	  0.040928	  0.281471	  1.449848	  0.332279	  0.438917	  0.962505	  0.195330	  0.200058	  0.945238	  0.044034	  0.218979	  0.941323	  0.372576	  0.305694	  0.823521	  0.007139	  0.332017	  0.862599	  0.409235	  0.310833	  0.583107	 -0.058426	  0.291064	  0.479043	  0.043282	  0.285935	  0.549912	  0.466257	  0.314252	  0.481791	  0.363907	  0.319820	  0.430502	  0.368944	  0.304933	  0.437524	  0.040131	  0.317766	  0.291478	 -0.002046	  0.360406	  0.072562	  0.057103	  0.328199	  0.267062	  0.399865	  0.350525	  0.074655	  0.334231	  0.393194	  0.025297	  0.275389	  0.242612	  0.021936	  0.363418	  0.410399	  0.027796	  0.118580	  0.250059	  0.028874	  0.036945	  0.319104	  0.006432	  0.219994	 -0.242557	  0.009479	  0.183777	
   340	3.400	  0.342529	  1.470722	  0.185476	  0.284780	  1.433912	  0.040979	  0.281429	  1.449837	  0.332310	  0.438803	  0.962532	  0.195346	  0.199865	  0.945223	  0.044075	  0.218799	  0.941279	  0.372594	  0.305578	  0.823502	  0.007162	  0.331995	  0.862625	  0.409275	  0.310775	  0.583107	 -0.058401	  0.291017	  0.479015	  0.043314	  0.285933	  0.549912	  0.466274	  0.314197	  0.481799	  0.363923	  0.319790	  0.430500	  0.368958	  0.304877	  0.437510	  0.040132	  0.317737	  0.291483	 -0.002038	  0.360404	  0.072546	  0.057104	  0.328209	  0.267060	  0.399877	  0.350501	  0.074652	  0.334225	  0.393206	  0.025312	  0.275388	  0.242591	  0.021942	  0.363414	  0.410386	  0.027782	  0.118585	  0.250045	  0.028882	  0.036941	  0.319224	  0.006432	  0.219936	 -0.242318	  0.009479	  0.183738	
   341	3.410	  0.342397	  1.470725	  0.185517	  0.284614	  1.433914	  0.041020	  0.281304	  1.449837	  0.332336	  0.438678	  0.962534	  0.195361	  0.199665	  0.945200	  0.044114	  0.218673	  0.941230	  0.372606	  0.305466	  0.823471	  0.007188	  0.331909	  0.862620	  0.409302	  0.310739	  0.583113	 -0.058371	  0.290980	  0.478992	  0.043342	  0.285939	  0.549924	  0.466302	  0.314195	  0.481784	  0.363925	  0.319759	  0.430502	  0.368966	  0.304851	  0.437516	  0.040180	  0.317726	  0.291473	 -0.002023	  0.360395	  0.072556	  0.057105	  0.328208	  0.267054	  0.399871	  0.350542	  0.074666	  0.334215	  0.393229	  0.025344	  0.275381	  0.242606	  0.021940	  0.363421	  0.410380	  0.027790	  0.118593	  0.250054	  0.028894	  0.036947	  0.318900	  0.006433	  0.219996	 -0.242462	  0.009479	  0.183787	
   342	3.420	  0.342251	  1.470733	  0.185556	  0.284436	  1.433914	  0.041059	  0.281142	  1.449826	  0.332363	  0.438574	  0.962548	  0.195387	  0.199478	  0.945203	  0.044154	  0.218537	  0.941189	  0.372635	  0.305403	  0.823477	  0.007211	  0.331811	  0.862591	  0.409307	  0.310707	  0.583098	 -0.058354	  0.290961	  0.478972	  0.043362	  0.285980	  0.549960	  0.466337	  0.314169	  0.481788	  0.363928	  0.319780	  0.430517	  0.368977	  0.304829	  0.437512	  0.040206	  0.317710	  0.291455	 -0.002013	  0.360387	  0.072558	  0.057100	  0.328203	  0.267055	  0.399869	  0.350565	  0.074685	  0.334213	  0.393201	  0.025322	  0.275372	  0.242615	  0.021938	  0.363441	  0.410408	  0.027812	  0.118584	  0.250082	  0.028885	  0.036937	  0.318798	  0.006435	  0.219917	 -0.242443	  0.009478	  0.183805	
   343	3.430	  0.342060	  1.470728	  0.185588	  0.284316	  1.433924	  0.041100	  0.281040	  1.449820	  0.332400	  0.438497	  0.962592	  0.195432	  0.199401	  0.945181	  0.044187	  0.218459	  0.941161	  0.372671	  0.305335	  0.823478	  0.007240	  0.331753	  0.862598	  0.409331	  0.310672	  0.583079	 -0.058327	  0.290928	  0.478970	  0.043379	  0.285966	  0.549952	  0.466344	  0.314191	  0.481805	  0.363939	  0.319813	  0.430506	  0.368984	  0.304804	  0.437507	  0.040207	  0.317708	  0.291463	 -0.002007	  0.360387	  0.072564	  0.057108	  0.328217	  0.267067	  0.399886	  0.350542	  0.074667	  0.334230	  0.393220	  0.025331	  0.275378	  0.242640	  0.021933	  0.363457	  0.410390	  0.027824	  0.118587	  0.250101	  0.028871	  0.036965	  0.318797	  0.006432	  0.220096	 -0.242315	  0.009478	  0.183827	
   344	3.440	  0.341907	  1.470728	  0.185637	  0.284211	  1.433948	  0.041156	  0.280939	  1.449818	  0.332446	  0.438394	  0.962622	  0.195475	  0.199347	  0.945144	  0.044187	  0.218367	  0.941139	  0.372686	  0.305297	  0.823484	  0.007281	  0.331751	  0.862623	  0.409361	  0.310649	  0.583061	 -0.058302	  0.290892	  0.478979	  0.043409	  0.285951	  0.549908	  0.466371	  0.314183	  0.481803	  0.363972	  0.319814	  0.430507	  0.368991	  0.304784	  0.437514	  0.040230	  0.317712	  0.291479	 -0.001994	  0.360393	  0.072585	  0.057118	  0.328230	  0.267068	  0.399922	  0.350524	  0.074672	  0.334237	  0.393258	  0.025346	  0.275399	  0.242652	  0.021922	  0.363466	  0.410406	  0.027842	  0.118596	  0.250099	  0.028875	  0.036966	  0.318595	  0.006432	  0.220215	 -0.242406	  0.009479	  0.183768	
   345	3.450	  0.341754	  1.470732	  0.185691	  0.284029	  1.433953	  0.041202	  0.280845	  1.449803	  0.332473	  0.438286	  0.962652	  0.195500	  0.199263	  0.945141	  0.044185	  0.218312	  0.941130	  0.372712	  0.305296	  0.823501	  0.007330	  0.331725	  0.862638	  0.409383	  0.310615	  0.583043	 -0.058267	  0.290856	  0.478962	  0.043425	  0.285960	  0.549873	  0.466413	  0.314255	  0.481794	  0.363984	  0.319825	  0.430512	  0.369007	  0.304752	  0.437501	  0.040252	  0.317711	  0.291482	 -0.001981	  0.360406	  0.072592	  0.057126	  0.328272	  0.267055	  0.399956	  0.350501	  0.074667	  0.334241	  0.393223	  0.025327	  0.275396	  0.242639	  0.021905	  0.363469	  0.410458	  0.027866	  0.118612	  0.250090	  0.028883	  0.036946	  0.318960	  0.006424	  0.220727	 -0.242500	  0.009478	  0.183844	
   346	3.460	  0.341641	  1.470749	  0.185736	  0.283878	  1.433960	  0.041271	  0.280743	  1.449793	  0.332487	  0.438225	  0.962670	  0.195520	  0.199285	  0.945113	  0.044224	  0.218249	  0.941103	  0.372728	  0.305313	  0.823522	  0.007374	  0.331780	  0.862694	  0.409423	  0.310609	  0.583028	 -0.058232	  0.290847	  0.478962	  0.043434	  0.286032	  0.549845	  0.466419	  0.314290	  0.481788	  0.364003	  0.319851	  0.430514	  0.369024	  0.304750	  0.437495	  0.040275	  0.317711	  0.291491	 -0.001967	  0.360400	  0.072591	  0.057129	  0.328285	  0.267064	  0.399981	  0.350529	  0.074669	  0.334253	  0.393205	  0.025333	  0.275382	  0.242614	  0.021891	  0.363467	  0.410426	  0.027850	  0.118611	  0.250082	  0.028897	  0.036956	  0.319163	  0.006417	  0.221162	 -0.242425	  0.009479	  0.183768	
   347	3.470	  0.341577	  1.470762	  0.185782	  0.283699	  1.433958	  0.041321	  0.280631	  1.449788	  0.332523	  0.438148	  0.962689	  0.195546	  0.199199	  0.945088	  0.044274	  0.218187	  0.941057	  0.372740	  0.305213	  0.823513	  0.007387	  0.331782	  0.862708	  0.409439	  0.310582	  0.583023	 -0.058204	  0.290839	  0.478952	  0.043450	  0.286024	  0.549820	  0.466457	  0.314263	  0.481780	  0.364015	  0.319853	  0.430512	  0.369048	  0.304744	  0.437498	  0.040294	  0.317725	  0.291514	 -0.001949	  0.360391	  0.072585	  0.057132	  0.328252	  0.267071	  0.399996	  0.350550	  0.074681	  0.334255	  0.393238	  0.025358	  0.275397	  0.242642	  0.021903	  0.363462	  0.410403	  0.027830	  0.118601	  0.250105	  0.028886	  0.036972	  0.318673	  0.006422	  0.220984	 -0.242425	  0.009479	  0.183787	
   348	3.480	  0.341466	  1.470758	  0.185811	  0.283528	  1.433952	  0.041365	  0.280560	  1.449774	  0.332557	  0.438096	  0.962718	  0.195575	  0.199090	  0.945110	  0.044329	  0.218165	  0.941018	  0.372782	  0.305156	  0.823518	  0.007408	  0.331673	  0.862670	  0.409460	  0.310535	  0.583026	 -0.058175	  0.290813	  0.478953	  0.043471	  0.286035	  0.549807	  0.466488	  0.314271	  0.481761	  0.364037	  0.319853	  0.430502	  0.369061	  0.304757	  0.437499	  0.040309	  0.317689	  0.291508	 -0.001945	  0.360387	  0.072588	  0.057142	  0.328252	  0.267069	  0.400002	  0.350556	  0.074668	  0.334265	  0.393281	  0.025388	  0.275415	  0.242657	  0.021906	  0.363483	  0.410435	  0.027848	  0.118608	  0.250104	  0.028883	  0.036978	  0.318835	  0.006418	  0.221204	 -0.242482	  0.009478	  0.183826	
   349	3.490	  0.341361	  1.470762	  0.185843	  0.283394	  1.433952	  0.041401	  0.280472	  1.449757	  0.332602	  0.438028	  0.962752	  0.195585	  0.198910	  0.945153	  0.044349	  0.218137	  0.940999	  0.372813	  0.305098	  0.823517	  0.007422	  0.331686	  0.862676	  0.409469	  0.310540	  0.583042	 -0.058130	  0.290788	  0.478967	  0.043498	  0.286051	  0.549802	  0.466493	  0.314255	  0.481762	  0.364072	  0.319865	  0.430495	  0.369072	  0.304748	  0.437512	  0.040322	  0.317676	  0.291511	 -0.001930	  0.360388	  0.072591	  0.057149	  0.328259	  0.267069	  0.400012	  0.350535	  0.074654	  0.334274	  0.393299	  0.025376	  0.275413	  0.242637	  0.021901	  0.363482	  0.410429	  0.027863	  0.118614	  0.250111	  0.028899	  0.036988	  0.318201	  0.006423	  0.221102	 -0.242443	  0.009478	  0.183805	
