BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	24
Frequency:    	100 Hz
Frames:       	555
Start time:   	0.000

 Frame	 Time	      c7.X	      c7.Y	      c7.Z	r should.X	r should.Y	r should.Z	l should.X	l should.Y	l should.Z	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	  l asis.X	  l asis.Y	  l asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	  l heel.X	  l heel.Y	  l heel.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	   r met.X	   r met.Y	   r met.Z	    [P0].X	    [P0].Y	    [P0].Z	    [P1].X	    [P1].Y	    [P1].Z	
   294	2.940	  0.351649	  1.470830	  0.183511	  0.292683	  1.434194	  0.039894	  0.290203	  1.450392	  0.330831	  0.444257	  0.961861	  0.194153	  0.203046	  0.946146	  0.043551	  0.224569	  0.942132	  0.371828	  0.310439	  0.824003	  0.006552	  0.337530	  0.862605	  0.408432	  0.312173	  0.583282	 -0.059460	  0.293410	  0.479148	  0.042856	  0.289284	  0.550207	  0.466253	  0.317381	  0.482042	  0.363797	  0.322562	  0.430609	  0.368951	  0.306728	  0.437556	  0.039663	  0.319004	  0.291309	 -0.002368	  0.360446	  0.072216	  0.057028	  0.330523	  0.267209	  0.399965	  0.350820	  0.074524	  0.334264	  0.393281	  0.025094	  0.275382	  0.242730	  0.021859	  0.363489	  0.410483	  0.027671	  0.118560	  0.250094	  0.028906	  0.037051	  0.330342	  0.006421	  0.216685	 -0.242443	  0.009478	  0.183805	
   295	2.950	  0.351460	  1.470848	  0.183552	  0.292538	  1.434205	  0.039902	  0.289961	  1.450386	  0.330850	  0.444180	  0.961891	  0.194171	  0.202959	  0.946131	  0.043534	  0.224511	  0.942134	  0.371818	  0.310424	  0.824002	  0.006553	  0.337426	  0.862604	  0.408437	  0.312282	  0.583297	 -0.059448	  0.293472	  0.479175	  0.042860	  0.289259	  0.550182	  0.466260	  0.317311	  0.482051	  0.363791	  0.322540	  0.430615	  0.368943	  0.306719	  0.437554	  0.039647	  0.319032	  0.291314	 -0.002374	  0.360464	  0.072213	  0.057025	  0.330496	  0.267219	  0.399970	  0.350804	  0.074529	  0.334264	  0.393302	  0.025124	  0.275389	  0.242686	  0.021862	  0.363495	  0.410496	  0.027688	  0.118579	  0.250112	  0.028899	  0.037049	  0.329889	  0.006427	  0.216436	 -0.242593	  0.009479	  0.183777	
   296	2.960	  0.351195	  1.470836	  0.183582	  0.292340	  1.434202	  0.039902	  0.289757	  1.450395	  0.330866	  0.444113	  0.961913	  0.194192	  0.202893	  0.946096	  0.043507	  0.224444	  0.942125	  0.371812	  0.310392	  0.824010	  0.006563	  0.337331	  0.862616	  0.408450	  0.312358	  0.583315	 -0.059446	  0.293483	  0.479174	  0.042859	  0.289197	  0.550187	  0.466263	  0.317272	  0.482066	  0.363784	  0.322526	  0.430611	  0.368942	  0.306755	  0.437552	  0.039646	  0.319061	  0.291326	 -0.002383	  0.360459	  0.072213	  0.057034	  0.330451	  0.267218	  0.399968	  0.350836	  0.074556	  0.334269	  0.393285	  0.025124	  0.275389	  0.242673	  0.021880	  0.363497	  0.410484	  0.027680	  0.118572	  0.250162	  0.028893	  0.037048	  0.329952	  0.006424	  0.216609	 -0.242425	  0.009479	  0.183768	
   297	2.970	  0.350960	  1.470840	  0.183613	  0.292186	  1.434210	  0.039913	  0.289537	  1.450392	  0.330885	  0.444057	  0.961943	  0.194212	  0.202917	  0.946053	  0.043518	  0.224348	  0.942085	  0.371789	  0.310389	  0.824030	  0.006552	  0.337228	  0.862605	  0.408452	  0.312412	  0.583354	 -0.059437	  0.293457	  0.479162	  0.042842	  0.289130	  0.550174	  0.466262	  0.317284	  0.482062	  0.363779	  0.322495	  0.430606	  0.368932	  0.306777	  0.437557	  0.039635	  0.319066	  0.291324	 -0.002385	  0.360446	  0.072219	  0.057023	  0.330451	  0.267208	  0.399970	  0.350864	  0.074559	  0.334257	  0.393284	  0.025104	  0.275378	  0.242732	  0.021878	  0.363501	  0.410442	  0.027643	  0.118552	  0.250165	  0.028881	  0.037037	  0.329669	  0.006426	  0.216593	 -0.242443	  0.009479	  0.183768	
   298	2.980	  0.350701	  1.470841	  0.183649	  0.292050	  1.434216	  0.039924	  0.289301	  1.450388	  0.330905	  0.443974	  0.961954	  0.194244	  0.202840	  0.946027	  0.043522	  0.224272	  0.942082	  0.371800	  0.310359	  0.824034	  0.006545	  0.337131	  0.862605	  0.408456	  0.312425	  0.583383	 -0.059433	  0.293451	  0.479149	  0.042821	  0.289111	  0.550196	  0.466249	  0.317269	  0.482056	  0.363799	  0.322433	  0.430603	  0.368936	  0.306795	  0.437569	  0.039632	  0.319084	  0.291326	 -0.002382	  0.360455	  0.072226	  0.057016	  0.330416	  0.267193	  0.399968	  0.350836	  0.074550	  0.334260	  0.393280	  0.025080	  0.275373	  0.242740	  0.021873	  0.363505	  0.410436	  0.027640	  0.118547	  0.250142	  0.028883	  0.037022	  0.329823	  0.006419	  0.217097	 -0.242425	  0.009479	  0.183787	
   299	2.990	  0.350437	  1.470826	  0.183702	  0.291862	  1.434212	  0.039938	  0.289045	  1.450388	  0.330925	  0.443887	  0.961960	  0.194293	  0.202764	  0.946017	  0.043518	  0.224193	  0.942084	  0.371811	  0.310333	  0.824043	  0.006558	  0.337086	  0.862632	  0.408462	  0.312351	  0.583398	 -0.059440	  0.293436	  0.479143	  0.042820	  0.289078	  0.550224	  0.466247	  0.317222	  0.482059	  0.363808	  0.322403	  0.430594	  0.368941	  0.306802	  0.437590	  0.039634	  0.319096	  0.291345	 -0.002396	  0.360483	  0.072240	  0.057014	  0.330357	  0.267192	  0.399981	  0.350822	  0.074537	  0.334271	  0.393246	  0.025073	  0.275373	  0.242728	  0.021883	  0.363508	  0.410432	  0.027629	  0.118536	  0.250122	  0.028894	  0.037014	  0.329221	  0.006425	  0.216827	 -0.242443	  0.009479	  0.183768	
   300	3.000	  0.350188	  1.470812	  0.183744	  0.291615	  1.434203	  0.039957	  0.288827	  1.450378	  0.330933	  0.443794	  0.961967	  0.194327	  0.202757	  0.945992	  0.043499	  0.224143	  0.942056	  0.371800	  0.310281	  0.824040	  0.006572	  0.336972	  0.862631	  0.408472	  0.312274	  0.583400	 -0.059439	  0.293458	  0.479146	  0.042827	  0.289025	  0.550220	  0.466245	  0.317144	  0.482051	  0.363827	  0.322375	  0.430597	  0.368941	  0.306749	  0.437586	  0.039633	  0.319081	  0.291334	 -0.002406	  0.360492	  0.072252	  0.057020	  0.330333	  0.267193	  0.399989	  0.350816	  0.074543	  0.334278	  0.393269	  0.025093	  0.275388	  0.242722	  0.021893	  0.363504	  0.410431	  0.027620	  0.118540	  0.250118	  0.028885	  0.036997	  0.329449	  0.006420	  0.217121	 -0.242629	  0.009480	  0.183786	
   301	3.010	  0.349927	  1.470819	  0.183790	  0.291398	  1.434191	  0.039971	  0.288600	  1.450364	  0.330945	  0.443709	  0.961989	  0.194350	  0.202681	  0.945980	  0.043467	  0.224074	  0.942031	  0.371798	  0.310248	  0.824044	  0.006576	  0.336897	  0.862635	  0.408477	  0.312205	  0.583412	 -0.059437	  0.293458	  0.479145	  0.042833	  0.289035	  0.550196	  0.466259	  0.317146	  0.482048	  0.363816	  0.322378	  0.430607	  0.368963	  0.306749	  0.437582	  0.039641	  0.319050	  0.291318	 -0.002396	  0.360497	  0.072254	  0.057028	  0.330317	  0.267198	  0.399994	  0.350789	  0.074530	  0.334273	  0.393272	  0.025100	  0.275370	  0.242738	  0.021887	  0.363508	  0.410439	  0.027641	  0.118558	  0.250117	  0.028871	  0.036987	  0.328319	  0.006429	  0.216855	 -0.242443	  0.009478	  0.183805	
   302	3.020	  0.349607	  1.470809	  0.183830	  0.291178	  1.434179	  0.039986	  0.288382	  1.450348	  0.330977	  0.443634	  0.962018	  0.194377	  0.202673	  0.945926	  0.043451	  0.223998	  0.942015	  0.371797	  0.310203	  0.824052	  0.006581	  0.336758	  0.862641	  0.408475	  0.312210	  0.583427	 -0.059442	  0.293461	  0.479157	  0.042841	  0.289026	  0.550186	  0.466266	  0.317130	  0.482029	  0.363808	  0.322359	  0.430610	  0.368970	  0.306781	  0.437594	  0.039653	  0.319042	  0.291300	 -0.002401	  0.360488	  0.072250	  0.057030	  0.330285	  0.267191	  0.399997	  0.350762	  0.074527	  0.334275	  0.393249	  0.025087	  0.275373	  0.242709	  0.021868	  0.363509	  0.410435	  0.027657	  0.118553	  0.250156	  0.028860	  0.037006	  0.328565	  0.006420	  0.217496	 -0.242519	  0.009478	  0.183844	
   303	3.030	  0.349291	  1.470800	  0.183882	  0.290970	  1.434178	  0.040017	  0.288109	  1.450336	  0.331010	  0.443487	  0.962020	  0.194407	  0.202605	  0.945911	  0.043420	  0.223928	  0.942004	  0.371797	  0.310114	  0.824053	  0.006587	  0.336603	  0.862628	  0.408494	  0.312259	  0.583430	 -0.059428	  0.293454	  0.479158	  0.042831	  0.289000	  0.550161	  0.466270	  0.317132	  0.482027	  0.363814	  0.322331	  0.430610	  0.368971	  0.306824	  0.437611	  0.039661	  0.319080	  0.291294	 -0.002400	  0.360490	  0.072243	  0.057026	  0.330249	  0.267180	  0.400018	  0.350778	  0.074544	  0.334266	  0.393233	  0.025074	  0.275379	  0.242703	  0.021859	  0.363497	  0.410444	  0.027650	  0.118545	  0.250145	  0.028860	  0.037009	  0.328153	  0.006420	  0.217634	 -0.242443	  0.009479	  0.183787	
   304	3.040	  0.348984	  1.470793	  0.183935	  0.290738	  1.434167	  0.040032	  0.287812	  1.450326	  0.331029	  0.443342	  0.962023	  0.194444	  0.202572	  0.945874	  0.043402	  0.223876	  0.941998	  0.371796	  0.310066	  0.824066	  0.006590	  0.336524	  0.862647	  0.408524	  0.312292	  0.583434	 -0.059413	  0.293460	  0.479174	  0.042819	  0.288896	  0.550132	  0.466272	  0.317077	  0.482044	  0.363822	  0.322294	  0.430607	  0.368955	  0.306858	  0.437606	  0.039672	  0.319107	  0.291295	 -0.002387	  0.360473	  0.072257	  0.057024	  0.330257	  0.267180	  0.400019	  0.350830	  0.074557	  0.334264	  0.393266	  0.025088	  0.275386	  0.242699	  0.021869	  0.363495	  0.410433	  0.027642	  0.118560	  0.250158	  0.028875	  0.037006	  0.328724	  0.006413	  0.218002	 -0.242443	  0.009478	  0.183805	
   305	3.050	  0.348669	  1.470785	  0.183987	  0.290533	  1.434157	  0.040032	  0.287551	  1.450310	  0.331050	  0.443253	  0.962041	  0.194488	  0.202506	  0.945855	  0.043378	  0.223800	  0.941981	  0.371802	  0.310056	  0.824080	  0.006617	  0.336414	  0.862654	  0.408542	  0.312354	  0.583459	 -0.059387	  0.293452	  0.479173	  0.042835	  0.288788	  0.550111	  0.466263	  0.317038	  0.482053	  0.363821	  0.322279	  0.430607	  0.368955	  0.306849	  0.437627	  0.039684	  0.319117	  0.291299	 -0.002388	  0.360479	  0.072272	  0.057022	  0.330247	  0.267186	  0.400014	  0.350817	  0.074561	  0.334261	  0.393261	  0.025070	  0.275383	  0.242688	  0.021876	  0.363483	  0.410373	  0.027610	  0.118541	  0.250160	  0.028862	  0.036997	  0.327731	  0.006420	  0.217735	 -0.242443	  0.009479	  0.183787	
   306	3.060	  0.348413	  1.470800	  0.184030	  0.290308	  1.434151	  0.040055	  0.287291	  1.450286	  0.331077	  0.443118	  0.962058	  0.194520	  0.202451	  0.945824	  0.043389	  0.223731	  0.941971	  0.371806	  0.309980	  0.824077	  0.006636	  0.336275	  0.862646	  0.408575	  0.312398	  0.583459	 -0.059370	  0.293443	  0.479177	  0.042859	  0.288767	  0.550123	  0.466265	  0.316989	  0.482065	  0.363814	  0.322234	  0.430603	  0.368962	  0.306819	  0.437631	  0.039674	  0.319088	  0.291300	 -0.002398	  0.360507	  0.072277	  0.057028	  0.330201	  0.267166	  0.400002	  0.350812	  0.074570	  0.334257	  0.393234	  0.025064	  0.275375	  0.242707	  0.021876	  0.363496	  0.410399	  0.027642	  0.118545	  0.250140	  0.028868	  0.036983	  0.327945	  0.006413	  0.218241	 -0.242512	  0.009477	  0.183939	
   307	3.070	  0.348166	  1.470803	  0.184071	  0.290141	  1.434143	  0.040080	  0.287055	  1.450258	  0.331101	  0.442994	  0.962086	  0.194555	  0.202408	  0.945818	  0.043394	  0.223666	  0.941964	  0.371809	  0.309881	  0.824077	  0.006640	  0.336120	  0.862617	  0.408588	  0.312444	  0.583421	 -0.059336	  0.293446	  0.479179	  0.042863	  0.288744	  0.550098	  0.466265	  0.316964	  0.482058	  0.363806	  0.322212	  0.430598	  0.368960	  0.306852	  0.437638	  0.039699	  0.319061	  0.291298	 -0.002389	  0.360513	  0.072285	  0.057030	  0.330159	  0.267147	  0.399993	  0.350826	  0.074557	  0.334257	  0.393213	  0.025067	  0.275365	  0.242730	  0.021880	  0.363502	  0.410419	  0.027642	  0.118556	  0.250175	  0.028849	  0.036994	  0.327380	  0.006417	  0.218126	 -0.242571	  0.009480	  0.183728	
   308	3.080	  0.347951	  1.470806	  0.184125	  0.289975	  1.434134	  0.040087	  0.286834	  1.450226	  0.331131	  0.442867	  0.962101	  0.194603	  0.202349	  0.945823	  0.043403	  0.223566	  0.941954	  0.371819	  0.309784	  0.824066	  0.006649	  0.336001	  0.862616	  0.408615	  0.312505	  0.583388	 -0.059294	  0.293463	  0.479200	  0.042868	  0.288618	  0.550085	  0.466278	  0.316911	  0.482037	  0.363801	  0.322163	  0.430588	  0.368958	  0.306849	  0.437645	  0.039703	  0.319088	  0.291305	 -0.002358	  0.360505	  0.072300	  0.057025	  0.330160	  0.267178	  0.399997	  0.350819	  0.074553	  0.334259	  0.393225	  0.025077	  0.275377	  0.242712	  0.021881	  0.363486	  0.410426	  0.027649	  0.118559	  0.250142	  0.028848	  0.036990	  0.327243	  0.006418	  0.218088	 -0.242443	  0.009478	  0.183805	
   309	3.090	  0.347662	  1.470821	  0.184161	  0.289788	  1.434113	  0.040089	  0.286609	  1.450206	  0.331155	  0.442711	  0.962121	  0.194639	  0.202333	  0.945786	  0.043428	  0.223466	  0.941952	  0.371813	  0.309677	  0.824056	  0.006653	  0.335861	  0.862616	  0.408635	  0.312584	  0.583360	 -0.059251	  0.293475	  0.479221	  0.042865	  0.288512	  0.550083	  0.466290	  0.316783	  0.482032	  0.363798	  0.322103	  0.430583	  0.368952	  0.306889	  0.437680	  0.039703	  0.319107	  0.291317	 -0.002346	  0.360505	  0.072300	  0.057032	  0.330102	  0.267192	  0.400000	  0.350803	  0.074556	  0.334256	  0.393215	  0.025082	  0.275386	  0.242719	  0.021868	  0.363487	  0.410421	  0.027659	  0.118558	  0.250130	  0.028851	  0.036971	  0.326775	  0.006424	  0.217798	 -0.242443	  0.009479	  0.183787	
   310	3.100	  0.347391	  1.470838	  0.184217	  0.289606	  1.434107	  0.040098	  0.286374	  1.450203	  0.331173	  0.442533	  0.962124	  0.194668	  0.202375	  0.945746	  0.043437	  0.223396	  0.941948	  0.371810	  0.309610	  0.824072	  0.006658	  0.335730	  0.862648	  0.408685	  0.312683	  0.583328	 -0.059190	  0.293482	  0.479225	  0.042865	  0.288451	  0.550071	  0.466280	  0.316706	  0.482038	  0.363796	  0.322019	  0.430572	  0.368946	  0.306905	  0.437685	  0.039719	  0.319096	  0.291313	 -0.002373	  0.360507	  0.072301	  0.057042	  0.330013	  0.267169	  0.400006	  0.350817	  0.074565	  0.334266	  0.393247	  0.025108	  0.275396	  0.242725	  0.021893	  0.363482	  0.410419	  0.027662	  0.118559	  0.250149	  0.028848	  0.036953	  0.326859	  0.006420	  0.218130	 -0.242443	  0.009478	  0.183805	
   311	3.110	  0.347175	  1.470836	  0.184256	  0.289395	  1.434102	  0.040091	  0.286162	  1.450200	  0.331185	  0.442343	  0.962131	  0.194712	  0.202322	  0.945740	  0.043460	  0.223303	  0.941945	  0.371819	  0.309518	  0.824066	  0.006640	  0.335625	  0.862648	  0.408711	  0.312797	  0.583317	 -0.059136	  0.293502	  0.479239	  0.042878	  0.288363	  0.550077	  0.466273	  0.316673	  0.482010	  0.363797	  0.321922	  0.430575	  0.368948	  0.306928	  0.437697	  0.039722	  0.319077	  0.291317	 -0.002383	  0.360518	  0.072313	  0.057058	  0.329933	  0.267188	  0.399991	  0.350797	  0.074574	  0.334258	  0.393259	  0.025116	  0.275391	  0.242705	  0.021885	  0.363493	  0.410402	  0.027660	  0.118551	  0.250147	  0.028851	  0.036971	  0.325672	  0.006431	  0.217647	 -0.242350	  0.009477	  0.183854	
   312	3.120	  0.346960	  1.470843	  0.184280	  0.289233	  1.434085	  0.040102	  0.285981	  1.450193	  0.331206	  0.442201	  0.962160	  0.194759	  0.202336	  0.945712	  0.043504	  0.223168	  0.941935	  0.371835	  0.309420	  0.824064	  0.006634	  0.335494	  0.862642	  0.408714	  0.312882	  0.583320	 -0.059082	  0.293536	  0.479245	  0.042899	  0.288244	  0.550094	  0.466274	  0.316532	  0.481987	  0.363796	  0.321847	  0.430580	  0.368954	  0.306977	  0.437697	  0.039748	  0.319105	  0.291321	 -0.002370	  0.360541	  0.072328	  0.057073	  0.329855	  0.267190	  0.400005	  0.350782	  0.074595	  0.334251	  0.393236	  0.025111	  0.275386	  0.242688	  0.021886	  0.363491	  0.410402	  0.027660	  0.118551	  0.250132	  0.028860	  0.036984	  0.325658	  0.006428	  0.217901	 -0.242443	  0.009478	  0.183805	
   313	3.130	  0.346779	  1.470858	  0.184290	  0.289073	  1.434073	  0.040105	  0.285773	  1.450182	  0.331217	  0.442058	  0.962185	  0.194815	  0.202378	  0.945650	  0.043536	  0.223010	  0.941947	  0.371848	  0.309322	  0.824064	  0.006653	  0.335338	  0.862641	  0.408726	  0.312898	  0.583333	 -0.059054	  0.293528	  0.479251	  0.042897	  0.288127	  0.550097	  0.466274	  0.316433	  0.481987	  0.363803	  0.321765	  0.430580	  0.368948	  0.307020	  0.437713	  0.039768	  0.319144	  0.291322	 -0.002362	  0.360530	  0.072335	  0.057072	  0.329753	  0.267166	  0.400004	  0.350761	  0.074597	  0.334256	  0.393278	  0.025145	  0.275395	  0.242688	  0.021882	  0.363486	  0.410428	  0.027676	  0.118570	  0.250121	  0.028859	  0.036968	  0.326051	  0.006419	  0.218468	 -0.242480	  0.009479	  0.183805	
   314	3.140	  0.346637	  1.470868	  0.184302	  0.288839	  1.434058	  0.040099	  0.285584	  1.450168	  0.331231	  0.441858	  0.962183	  0.194863	  0.202359	  0.945639	  0.043543	  0.222904	  0.941931	  0.371860	  0.309225	  0.824070	  0.006675	  0.335194	  0.862653	  0.408743	  0.312900	  0.583356	 -0.059045	  0.293525	  0.479258	  0.042890	  0.288004	  0.550086	  0.466247	  0.316347	  0.481994	  0.363806	  0.321667	  0.430570	  0.368940	  0.307044	  0.437740	  0.039788	  0.319171	  0.291327	 -0.002348	  0.360510	  0.072350	  0.057061	  0.329656	  0.267162	  0.400010	  0.350742	  0.074587	  0.334259	  0.393287	  0.025160	  0.275403	  0.242722	  0.021893	  0.363488	  0.410451	  0.027684	  0.118579	  0.250143	  0.028847	  0.036950	  0.325761	  0.006422	  0.218352	 -0.242462	  0.009479	  0.183787	
   315	3.150	  0.346537	  1.470872	  0.184314	  0.288685	  1.434048	  0.040113	  0.285406	  1.450169	  0.331244	  0.441691	  0.962193	  0.194907	  0.202303	  0.945630	  0.043530	  0.222790	  0.941916	  0.371882	  0.309087	  0.824054	  0.006683	  0.335033	  0.862655	  0.408782	  0.312930	  0.583388	 -0.059013	  0.293557	  0.479276	  0.042905	  0.287896	  0.550051	  0.466236	  0.316223	  0.481993	  0.363805	  0.321558	  0.430557	  0.368940	  0.307061	  0.437769	  0.039796	  0.319215	  0.291344	 -0.002318	  0.360527	  0.072358	  0.057049	  0.329586	  0.267164	  0.400003	  0.350724	  0.074585	  0.334270	  0.393293	  0.025186	  0.275407	  0.242747	  0.021891	  0.363495	  0.410466	  0.027692	  0.118583	  0.250140	  0.028850	  0.036958	  0.324981	  0.006426	  0.218317	 -0.242443	  0.009478	  0.183805	
   316	3.160	  0.346436	  1.470877	  0.184317	  0.288484	  1.434031	  0.040122	  0.285212	  1.450167	  0.331266	  0.441547	  0.962224	  0.194954	  0.202318	  0.945589	  0.043549	  0.222640	  0.941912	  0.371918	  0.308987	  0.824043	  0.006714	  0.334872	  0.862646	  0.408823	  0.312981	  0.583409	 -0.058987	  0.293548	  0.479286	  0.042912	  0.287788	  0.550046	  0.466224	  0.316132	  0.481970	  0.363796	  0.321461	  0.430554	  0.368939	  0.307028	  0.437764	  0.039805	  0.319209	  0.291340	 -0.002313	  0.360537	  0.072365	  0.057062	  0.329492	  0.267155	  0.400001	  0.350746	  0.074599	  0.334268	  0.393295	  0.025213	  0.275406	  0.242736	  0.021905	  0.363490	  0.410468	  0.027710	  0.118586	  0.250148	  0.028844	  0.036950	  0.324881	  0.006425	  0.218416	 -0.242293	  0.009478	  0.183796	
   317	3.170	  0.346324	  1.470889	  0.184328	  0.288239	  1.434011	  0.040141	  0.284978	  1.450157	  0.331291	  0.441418	  0.962259	  0.195006	  0.202331	  0.945544	  0.043566	  0.222499	  0.941909	  0.371937	  0.308902	  0.824030	  0.006738	  0.334671	  0.862632	  0.408846	  0.313040	  0.583403	 -0.058940	  0.293499	  0.479278	  0.042913	  0.287710	  0.550039	  0.466208	  0.316034	  0.481948	  0.363809	  0.321368	  0.430553	  0.368939	  0.306972	  0.437755	  0.039813	  0.319185	  0.291346	 -0.002318	  0.360527	  0.072377	  0.057071	  0.329407	  0.267155	  0.399986	  0.350709	  0.074584	  0.334270	  0.393271	  0.025202	  0.275406	  0.242729	  0.021915	  0.363471	  0.410441	  0.027716	  0.118566	  0.250162	  0.028839	  0.036962	  0.324513	  0.006425	  0.218576	 -0.242443	  0.009478	  0.183805	
   318	3.180	  0.346202	  1.470888	  0.184341	  0.288012	  1.433997	  0.040160	  0.284795	  1.450157	  0.331313	  0.441319	  0.962301	  0.195049	  0.202280	  0.945525	  0.043581	  0.222374	  0.941902	  0.371960	  0.308805	  0.824019	  0.006776	  0.334523	  0.862637	  0.408874	  0.313105	  0.583410	 -0.058883	  0.293418	  0.479292	  0.042912	  0.287624	  0.550012	  0.466205	  0.315930	  0.481928	  0.363801	  0.321272	  0.430542	  0.368940	  0.306936	  0.437764	  0.039813	  0.319124	  0.291351	 -0.002319	  0.360543	  0.072382	  0.057072	  0.329346	  0.267155	  0.399972	  0.350672	  0.074599	  0.334273	  0.393272	  0.025197	  0.275400	  0.242707	  0.021918	  0.363459	  0.410465	  0.027718	  0.118571	  0.250133	  0.028830	  0.036954	  0.324628	  0.006423	  0.218674	 -0.242368	  0.009477	  0.183854	
   319	3.190	  0.346073	  1.470882	  0.184355	  0.287834	  1.433987	  0.040169	  0.284584	  1.450155	  0.331336	  0.441205	  0.962317	  0.195089	  0.202237	  0.945486	  0.043596	  0.222237	  0.941889	  0.371979	  0.308733	  0.824022	  0.006822	  0.334342	  0.862623	  0.408901	  0.313100	  0.583393	 -0.058840	  0.293336	  0.479301	  0.042925	  0.287494	  0.550005	  0.466197	  0.315823	  0.481932	  0.363800	  0.321168	  0.430544	  0.368936	  0.306872	  0.437762	  0.039824	  0.319046	  0.291364	 -0.002320	  0.360554	  0.072393	  0.057082	  0.329233	  0.267150	  0.399970	  0.350634	  0.074597	  0.334275	  0.393271	  0.025205	  0.275405	  0.242678	  0.021900	  0.363476	  0.410464	  0.027726	  0.118585	  0.250145	  0.028836	  0.036959	  0.324089	  0.006424	  0.218834	 -0.242443	  0.009479	  0.183787	
   320	3.200	  0.345996	  1.470884	  0.184391	  0.287658	  1.433968	  0.040180	  0.284353	  1.450136	  0.331366	  0.441081	  0.962322	  0.195123	  0.202290	  0.945424	  0.043577	  0.222062	  0.941891	  0.371993	  0.308558	  0.823981	  0.006831	  0.334195	  0.862627	  0.408955	  0.313128	  0.583351	 -0.058778	  0.293256	  0.479300	  0.042952	  0.287385	  0.550021	  0.466202	  0.315695	  0.481926	  0.363811	  0.321087	  0.430541	  0.368935	  0.306772	  0.437758	  0.039856	  0.318962	  0.291378	 -0.002318	  0.360509	  0.072393	  0.057071	  0.329151	  0.267156	  0.399986	  0.350648	  0.074608	  0.334275	  0.393277	  0.025231	  0.275418	  0.242696	  0.021898	  0.363490	  0.410479	  0.027742	  0.118591	  0.250139	  0.028836	  0.036943	  0.323857	  0.006421	  0.219129	 -0.242443	  0.009479	  0.183768	
   321	3.210	  0.345887	  1.470892	  0.184399	  0.287537	  1.433964	  0.040215	  0.284167	  1.450126	  0.331406	  0.441033	  0.962347	  0.195171	  0.202287	  0.945379	  0.043580	  0.221904	  0.941876	  0.372018	  0.308432	  0.823955	  0.006867	  0.334052	  0.862634	  0.409000	  0.313151	  0.583309	 -0.058709	  0.293112	  0.479292	  0.042969	  0.287259	  0.550035	  0.466207	  0.315593	  0.481903	  0.363823	  0.321023	  0.430537	  0.368938	  0.306638	  0.437752	  0.039867	  0.318850	  0.291384	 -0.002284	  0.360497	  0.072402	  0.057077	  0.329051	  0.267163	  0.399986	  0.350631	  0.074596	  0.334279	  0.393298	  0.025261	  0.275432	  0.242693	  0.021921	  0.363485	  0.410456	  0.027739	  0.118592	  0.250124	  0.028849	  0.036937	  0.322870	  0.006430	  0.218777	 -0.242425	  0.009478	  0.183805	
   322	3.220	  0.345796	  1.470893	  0.184440	  0.287391	  1.433970	  0.040240	  0.283978	  1.450117	  0.331438	  0.440942	  0.962366	  0.195197	  0.202255	  0.945350	  0.043575	  0.221759	  0.941851	  0.372033	  0.308285	  0.823906	  0.006882	  0.333928	  0.862633	  0.409020	  0.313104	  0.583275	 -0.058651	  0.292961	  0.479291	  0.042989	  0.287139	  0.550053	  0.466205	  0.315529	  0.481899	  0.363834	  0.320945	  0.430536	  0.368939	  0.306539	  0.437736	  0.039882	  0.318726	  0.291403	 -0.002237	  0.360492	  0.072416	  0.057082	  0.328951	  0.267162	  0.400000	  0.350595	  0.074577	  0.334280	  0.393311	  0.025299	  0.275434	  0.242680	  0.021920	  0.363482	  0.410445	  0.027748	  0.118594	  0.250117	  0.028860	  0.036947	  0.323024	  0.006425	  0.219130	 -0.242500	  0.009478	  0.183826	
   323	3.230	  0.345692	  1.470886	  0.184478	  0.287250	  1.433951	  0.040268	  0.283794	  1.450096	  0.331482	  0.440803	  0.962370	  0.195217	  0.202239	  0.945337	  0.043580	  0.221612	  0.941830	  0.372039	  0.308108	  0.823881	  0.006897	  0.333791	  0.862662	  0.409054	  0.312978	  0.583226	 -0.058593	  0.292794	  0.479272	  0.043013	  0.287074	  0.550027	  0.466209	  0.315446	  0.481876	  0.363848	  0.320863	  0.430530	  0.368935	  0.306416	  0.437721	  0.039893	  0.318666	  0.291429	 -0.002199	  0.360476	  0.072426	  0.057083	  0.328886	  0.267128	  0.399986	  0.350600	  0.074597	  0.334281	  0.393278	  0.025292	  0.275426	  0.242675	  0.021934	  0.363474	  0.410457	  0.027769	  0.118594	  0.250120	  0.028861	  0.036946	  0.323523	  0.006416	  0.219621	 -0.242425	  0.009479	  0.183787	
